id,name,synonyms,cellosaurus_accession,SANGAR_ID,COSMIC_ID,BROAD_ID,CCLE_ID,tissue,disease_id
605,Hs 742.T,Hs 742.T; Hs742T; HS742T,CVCL_0888,NA,NA,NA,NA,breast,C4872
606,Hs 746.T,Hs 746.T; Hs 746T; HS 746T; Hs-746T; HS-746T; Hs746T; HS746T; Hs746-T; 746T,CVCL_0333,SIDM00665,1240151,ACH-000616,HS746T_STOMACH,stomach,C4004
607,Hs 751.T,Hs 751.T; Hs751T; HS751T,CVCL_0891,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9357
608,Hs 766T,Hs 766T; Hs 766.T; HS-766T; Hs-766T; HS 766T; HS-766-T; Hs-766-T; HS766T; Hs766T; H766T; 766T; Hs 766,CVCL_0334,SIDM00664,1298141,ACH-000178,HS766T_PANCREAS,pancreas,C8294
609,Hs 819.T,Hs 819.T; Hs819.T; Hs819T; HS819T,CVCL_0928,NA,NA,NA,NA,bone,C2946
610,Hs 821.T,Hs 821.T; Hs821T; HS821T,CVCL_0932,NA,NA,NA,NA,bone,C4304
611,Hs 822.T,Hs 822.T; Hs822T; HS822T,CVCL_0933,NA,NA,NA,NA,bone,C4817
612,Hs 834.T,Hs 834.T; Hs834T; HS834T,CVCL_0938,NA,NA,NA,NA,skin,C3224
613,Hs 839.T,Hs 839.T; Hs839T; HS839T,CVCL_0941,NA,NA,NA,NA,skin,C3224
614,Hs 840.T,Hs 840.T; Hs840_T; Hs840T; HS840T,CVCL_0942,NA,NA,NA,NA,upper_aerodigestive_tract,C3712
615,Hs 852.T,Hs 852.T; Hs-852-T; HS852.T; Hs852T; HS852T; Hs852,CVCL_0950,SIDM01559,NA,ACH-000274,HS852T_SKIN,skin,C3224
616,Hs 863.T,Hs 863.T; Hs863T; HS863T,CVCL_0959,NA,NA,NA,NA,bone,C4817
617,Hs 870.T,Hs 870.T; Hs870T; HS870T,CVCL_0966,NA,NA,NA,NA,bone,C9145
618,Hs 888.T,Hs 888.T; Hs888T; HS888T,CVCL_0979,NA,NA,NA,NA,bone,C9145
619,Hs 895.T,Hs 895.T; Hs 895 T; Hs895T; HS895T,CVCL_0993,NA,NA,NA,NA,skin,C3224
620,Hs 934.T,Hs 934.T; Hs934T; HS934T,CVCL_1031,NA,NA,NA,NA,skin,C3224
621,Hs 936.T,Hs 936.T; HS 936.T; HS 936T; Hs-936.T; Hs936T; HS936T,CVCL_1033,NA,NA,NA,NA,skin,C3224
622,Hs 939.T,Hs 939.T; HS-939-T; Hs939-T; Hs939T; HS939T,CVCL_1036,SIDM00663,1298144,ACH-000814,HS939T_SKIN,skin,C3224
623,Hs 940.T,Hs 940.T; HS-940-T; Hs940-T; Hs940T; HS940T; Hs-940; HS940,CVCL_1038,SIDM00662,1298145,ACH-000135,HS940T_FIBROBLAST,skin,C3510
624,Hs 944.T,Hs 944.T; HS 944T; Hs-944-T; HS-944-T; Hs944T; HS944T; HS 944; Hs 944; HS944,CVCL_1040,SIDM00063,1240152,ACH-000632,HS944T_SKIN,skin,C3510
625,HS-Sultan,HS-Sultan; Hs-Sultan; HS-SULTAN; HS Sultan; HSSultan; H. S. Sultan; SULTAN; Sultan,CVCL_2516,NA,NA,NA,NA,haematopoietic_and_lymphoid,C27694
626,HSC-2,HSC-2; HSC2,CVCL_1287,SIDM00590,753562,ACH-000472,HSC2_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_tract,C4833
627,HSC-3,HSC-3; HSC 3; HSC3,CVCL_1288,SIDM00589,907061,ACH-000778,HSC3_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_tract,C4648
628,HSC-39,HSC-39; HSC39,CVCL_A385,SIDM00045,1322224,ACH-002141,HSC39_STOMACH,stomach,C5250
629,HSC-4,HSC-4; HSC4,CVCL_1289,SIDM00588,907062,ACH-000546,HSC4_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_tract,C4648
630,HT,HT,CVCL_1290,SIDM00661,907063,ACH-000914,HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C36080
631,HT-1080,HT-1080; Ht-1080; HT 1080; HT1080; HT 1080.T,CVCL_0317,SIDM00828,907064,ACH-000054,HT1080_SOFT_TISSUE,soft_tissue,C3043
632,HT-1197,HT-1197; HT 1197; HT1197; HT 1197.T,CVCL_1291,SIDM00676,907065,ACH-000547,HT1197_URINARY_TRACT,urinary_tract,C7899
633,HT-1376,HT-1376; HT1376; HT 1376; HT 1376.T,CVCL_1292,SIDM00678,907066,ACH-000724,HT1376_URINARY_TRACT,urinary_tract,C4912
634,HT-3,HT-3; HT3,CVCL_1293,SIDM00679,907068,ACH-001525,HT3_CERVIX,cervix,C9039
635,HT-55,HT-55; HT55,CVCL_1294,SIDM00541,907287,ACH-000926,HT55_LARGE_INTESTINE,large_intestine,C4910
636,HT115,HT115; HT-115; HT 115,CVCL_2520,SIDM00534,907289,ACH-000986,HT115_LARGE_INTESTINE,large_intestine,C4910
637,HTC-C3,HTC-C3; HTC/C3; HTC C3; HTCC3,CVCL_1295,SIDM00496,924151,ACH-001350,HTCC3_THYROID,thyroid,C3878
638,HTK-,HTK-,CVCL_2522,SIDM00805,NA,ACH-001094,HTK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C9145
639,HuCC-T1,HuCC-T1; HuCCT-1; HUCCT-1; HUCC-T1; HUCCT1; HuCCT1,CVCL_0324,SIDM00587,907069,ACH-000976,HUCCT1_BILIARY_TRACT,biliary_tract,C35417
640,HuG1-N,HuG1-N; HUG1N,CVCL_4846,NA,NA,NA,NA,stomach,C5473
641,HuH-1,HuH-1; huH-1; HUH-1; huH 1; HuH1; HUh1; HUH1,CVCL_2956,SIDM00586,1298146,ACH-000475,HUH1_LIVER,liver,C3099
642,HuH-28,HuH-28; HUH-28; HuH28,CVCL_2955,NA,NA,NA,NA,biliary_tract,C35417
643,HuH-6 Clone 5,HuH-6 Clone 5; HuH-6 clone-5; HUH-6 Clone 5; HUH-6-clone 5; HUH-6-clone5; HuH-6 cl-5; HuH-6-cl5; HUH6-Cl-5; HuH-6 cl5; HuH6-Cl5; HUH6 Cl5; HUH6 CL5; Huh6cl5; HuH6-C15; Huh6-c15; HUH6 C15; Huh6c15; JTC38; JTC-38; Japanese Tissue Culture-38,CVCL_1296,SIDM01257,907070,ACH-002395,HUH6CLONE5_LIVER,liver,C3728
644,Huh-7,Huh-7; HuH-7; HUH-7; HuH7; Huh7; HUH7; JTC-39; Japanese Tissue Culture-39,CVCL_0336,SIDM00585,907071,ACH-000480,HUH7_LIVER,liver,C3099
645,HuNS1,HuNS1,CVCL_2526,SIDM01556,NA,ACH-000829,HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,NA
646,HuO-3N1,HuO-3N1; HuO3N1; HUO3N1,CVCL_1297,SIDM00584,909977,ACH-002142,HUO3N1_BONE,bone,C9145
647,HuO9,HuO9; Huo9; HUO9; Hu09,CVCL_1298,SIDM00599,907072,ACH-001526,HUO9_BONE,bone,C9145
648,HuP-T3,HuP-T3; HUP-T3; Hu-P-T3; HuPT3; HupT3; HUPT3,CVCL_1299,SIDM00533,907285,ACH-000118,HUPT3_PANCREAS,pancreas,C8294
649,HuP-T4,HuP-T4; HUP-T4; Hu-P-T4; HuPT4; HUPT4,CVCL_1300,SIDM00531,907286,ACH-000213,HUPT4_PANCREAS,pancreas,C8294
650,HuT 102,HuT 102; HUT 102; Hut 102; HuT-102; Hut-102; HUT-102; HuT102; Hut102; HUT102; NCI-H102,CVCL_3526,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9265
651,HuT 78,HuT 78; HUT 78; HuT-78; HUT-78; HuT78; Hut78; HUT78; NCI-H78,CVCL_0337,SIDM00851,1327758,ACH-000509,HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C9265
652,HuTu 80,HuTu 80; HUTU 80; Hutu 80; HuTu-80; HUTU-80; Hutu-80; HUTU80; HuTu80; Hutu80,CVCL_1301,SIDM00694,907073,ACH-000538,HUTU80_SMALL_INTESTINE,small_intestine,C7889
653,I 9.2,I 9.2; I9.2; I9-2; I-9-2,CVCL_3725,SIDM01224,NA,NA,NA,haematopoietic_and_lymphoid,C7953
654,IA-LM,IA-LM; IALM,CVCL_1302,SIDM00306,910779,ACH-000672,IALM_LUNG,lung,C4450
655,IGR-1,IGR-1; IGR 1; IGR1,CVCL_1303,SIDM01060,907169,ACH-000882,IGR1_SKIN,skin,C3224
656,IGR-37,IGR-37; IgR-37; IGR 37; IGR37; MM1,CVCL_2075,SIDM01066,1240153,ACH-000650,IGR37_SKIN,skin,C3224
657,IGR-39,IGR-39; IGR 39; IGR39; PM1,CVCL_2076,SIDM01065,1298148,ACH-000550,IGR39_SKIN,skin,C3224
658,IHH-4,IHH-4; IHH4,CVCL_2960,SIDM00600,1240154,ACH-001528,IHH4_THYROID,thyroid,C4035
659,IM-9,IM-9; IM 9; IM9; GM04680,CVCL_1305,SIDM00632,753563,ACH-002247,IM9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,NA
660,IM95,IM95; Im95; IM-95,CVCL_2961,SIDM00602,1240155,ACH-000919,IM95_STOMACH,stomach,C4004
661,IM95m,IM95m; IM95M; IM-95m,CVCL_2962,NA,NA,NA,NA,stomach,C4004
662,IMR-32,IMR-32; IMR 32; IMR32; Institute for Medical Research-32; GM03320; GM03320D,CVCL_0346,SIDM00226,998183,ACH-000310,IMR32_AUTONOMIC_GANGLIA,autonomic_ganglia,C3270
663,IMR-5,IMR-5; IMR 5; IMR5; IMR-05; Institute for Medical Research-5,CVCL_1306,SIDM01206,907170,ACH-002248,IMR5_AUTONOMIC_GANGLIA,autonomic_ganglia,C3270
664,IOMM-Lee,IOMM-Lee; IOMM-LEE; Iomm-Lee; IOMM Lee; IOMMLEE,CVCL_5779,NA,NA,NA,NA,brain,C3230
665,IOSE-364,IOSE-364; IOSE 364; IOSE364; IOSE-364(-); IOSE-364-,CVCL_5540,SIDM00061,1479991,NA,NA,ovary,NA
666,IOSE-397,IOSE-397; IOSE 397; IOSE397,CVCL_5541,SIDM00060,1479992,NA,NA,ovary,NA
667,IOSE-523,IOSE-523; IOSE 523; IOSE523; IOSE-523(-); IOSE-523-,CVCL_E234,SIDM00059,1479993,NA,NA,ovary,NA
668,IOSE-75-16SV40,IOSE-75-16SV40,CVCL_EQ74,SIDM00039,1479994,NA,NA,ovary,NA
669,IPC-298,IPC-298; IPC 298; IPC298,CVCL_1307,SIDM01059,907171,ACH-000915,IPC298_SKIN,skin,C3510
670,Ishikawa,Ishikawa; ISHIKAWA; ISHI,CVCL_2529,SIDM00038,1298150,NA,NA,endometrium,C7359
671,Ishikawa (Heraklio) 02 ER-,Ishikawa (Heraklio) 02 ER-; Ishikawa(Heraklio)02ER-; ER-02 ISH,CVCL_6543,SIDM00037,1240156,NA,NA,endometrium,C7359
672,IST-MEL1,IST-MEL1; ISTMEL1,CVCL_1308,SIDM00225,907172,ACH-002143,ISTMEL1_SKIN,skin,C3224
673,IST-Mes1,IST-Mes1; IST-MES1; IST-MES-1; ISTMES1,CVCL_1311,SIDM00224,907173,ACH-000569,ISTMES1_PLEURA,pleura,C45662
674,IST-Mes2,IST-Mes2; IST-MES2; IST-MES-2; ISTMES2; IstMes2,CVCL_1312,SIDM01554,NA,ACH-000331,ISTMES2_PLEURA,pleura,C45662
675,IST-SL1,IST-SL1,CVCL_1313,SIDM00223,753564,ACH-002144,ISTSL1_LUNG,lung,C4917
676,IST-SL2,IST-SL2,CVCL_1314,SIDM00230,753565,ACH-002145,ISTSL2_LUNG,lung,C4917
677,J.RT3-T3.5,J.RT3-T3.5; J.RT3/T3.5; J-RT3-T3-5; JRT3-T3.5; JRT3T3.5; JRT3T35; Jurkat RT3-T3.5; Jurkat/RT3-T3.5,CVCL_1316,SIDM01263,907391,NA,NA,haematopoietic_and_lymphoid,C7953
678,J82,J82; J-82; J 82; J82COT; J82 COT,CVCL_0359,SIDM00693,753566,ACH-000396,J82_URINARY_TRACT,urinary_tract,C4912
679,JAR,JAR; Jar; JAr; JaR,CVCL_0360,SIDM01039,907175,ACH-001529,JAR_PLACENTA,placenta,C4646
680,JEG-3,JEG-3; Jeg-3; JEG3; Jeg3; jeg3,CVCL_0363,SIDM01218,907176,ACH-001530,JEG3_PLACENTA,placenta,C4646
681,JeKo-1,JeKo-1; Jeko-1; JEKO-1; JeKo 1; Jeko1; JEKO1; JEKO,CVCL_1865,SIDM01038,1327765,ACH-000357,JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C4337
682,JH-EsoAd1,JH-EsoAd1; JHEsoAD1; JHesoAD1; JHESOAD1,CVCL_8098,NA,NA,NA,NA,oesophagus,C7027
683,JHH-1,JHH-1; Jhh-1; JHH1,CVCL_2785,SIDM00618,1298151,ACH-000620,JHH1_LIVER,liver,C3099
684,JHH-2,JHH-2; Jhh-2; JHH2,CVCL_2786,SIDM00617,1240157,ACH-000577,JHH2_LIVER,liver,C3099
685,JHH-4,JHH-4; Jhh-4; JHH4,CVCL_2787,SIDM00616,1240158,ACH-000476,JHH4_LIVER,liver,C3099
686,JHH-5,JHH-5; Jhh-5; JHH5; FLC-5; FLC5; Functional Liver Cell-5,CVCL_0364,SIDM01569,NA,ACH-000734,JHH5_LIVER,liver,C3099
687,JHH-6,JHH-6; Jhh-6; JHH6,CVCL_2788,SIDM00615,1240159,ACH-000217,JHH6_LIVER,liver,C3099
688,JHH-7,JHH-7; Jhh-7; JHH7; FLC-7; FLC7; Functional Liver Cell-7,CVCL_2805,SIDM00614,1240160,ACH-000848,JHH7_LIVER,liver,C3099
689,JHOC-5,JHOC-5; JHOC5,CVCL_4640,SIDM01570,NA,ACH-000324,JHOC5_OVARY,ovary,C40078
690,JHOM-1,JHOM-1; JHOM1,CVCL_4644,SIDM01571,NA,ACH-000237,JHOM1_OVARY,ovary,C5243
691,JHOM-2B,JHOM-2B; JHOM2B,CVCL_4645,NA,NA,NA,NA,ovary,C5243
692,JHOS-2,JHOS-2; JHOS2,CVCL_4647,SIDM00305,1479995,ACH-000132,JHOS2_OVARY,ovary,C105555
693,JHOS-3,JHOS-3; JHOS3,CVCL_4648,SIDM00304,1480358,ACH-002146,JHOS3_OVARY,ovary,C7550
694,JHOS-4,JHOS-4; JHOS4,CVCL_4649,SIDM00303,1480359,ACH-000584,JHOS4_OVARY,ovary,C105555
695,JHU-011,JHU-011; JHU 011; JHU-011-SCC; JHU-O11; JHU011; HNSCC 011; O11; 011; 11,CVCL_5986,SIDM00128,1240161,ACH-002249,JHU011_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_tract,C4044
696,JHU-013,JHU-013; JHU 013; JHU013; JHU-O13; JHU-13; O13,CVCL_5988,NA,NA,NA,NA,upper_aerodigestive_tract,C4043
697,JHU-019,JHU-019; JHU 019; JHU-O19; JHU019; O19; 019; 19,CVCL_5989,NA,NA,NA,NA,prostate,C4863
698,JHU-022,JHU-022; JHU-022-SCC; JHU022; JHU-O22; JHU-22; HNSCC 022; O22; 022,CVCL_5991,SIDM00127,1240162,ACH-002250,JHU022_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_tract,C4044
699,JHU-028,JHU-028; JHU 028; JHU028; SCC028; HNSCC 028; O28,CVCL_5992,SIDM00902,1298154,ACH-002337,JHU028_LUNG,upper_aerodigestive_tract,C3512
700,JHU-029,JHU-029; JHU-O29; JHU029; HNSCC 029; 029,CVCL_5993,SIDM00690,1298156,ACH-002251,JHU029_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_tract,C4044
701,JHUEM-1,JHUEM-1; JHUEM1,CVCL_4655,SIDM01572,NA,ACH-000928,JHUEM1_ENDOMETRIUM,endometrium,C7359
702,JHUEM-2,JHUEM-2; JHUEM2,CVCL_4656,NA,NA,NA,NA,endometrium,C7359
703,JHUEM-3,JHUEM-3; JHUEM3,CVCL_4657,NA,NA,NA,NA,endometrium,C7359
704,JHUEM-7,JHUEM-7; JHUEM7,CVCL_4658,SIDM01588,NA,ACH-000993,JHUEM7_ENDOMETRIUM,endometrium,C7359
705,JIMT-1,JIMT-1; JIMT1; JIMT,CVCL_2077,SIDM01037,1298157,ACH-000711,JIMT1_BREAST,breast,C4017
706,Jiyoye,Jiyoye; JIYOYE; Jijoye; JIJOYE; P-2003; P3 (Jiyoye); P3-Jiyoye; P-3J; P3J; Jiyoye(P-2003); Jiyoye (P-2003); JiyoyeP-2003; OB2; GM04678,CVCL_1317,SIDM00808,907268,ACH-002252,JIYOYEP2003_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C27694
707,JJ012,JJ012; JJO12; JJ,CVCL_D605,NA,NA,NA,NA,cartilage,C7155
708,JJN-3,JJN-3; JJN3,CVCL_2078,SIDM01036,1327766,ACH-000653,JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C3242
709,JK-1,JK-1; JK1,CVCL_2079,NA,NA,NA,NA,haematopoietic_and_lymphoid,C3174
710,JL-1,JL-1; JL1,CVCL_2080,NA,NA,NA,NA,pleura,C45662
711,JM-1,JM-1; JM1,CVCL_3532,SIDM00689,1327768,ACH-000151,JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C8644
712,JMSU-1,JMSU-1; JMSU1,CVCL_2081,SIDM01587,NA,ACH-000753,JMSU1_URINARY_TRACT,urinary_tract,C4912
713,JSC-1,JSC-1; JSC1,CVCL_3728,SIDM00688,1327769,ACH-002253,JSC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C6915
714,Jurkat,Jurkat; JURKAT; JM; JM-Jurkat; Jurkat-FHCRC; Jurkat FHCRC; FHCRC-11; FHCRC subclone 11; FCCH1024,CVCL_0065,SIDM01016,998184,ACH-000995,JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C7953
715,Jurkat E6.1,"Jurkat E6.1; JurkatE6-1; Jurkat E6-1; Jurkat, Clone E6-1; Jurkat Clone E6-1; Jurkat (clone E6-1); JURKAT E-6.1; JURKAT E-61; Jurkat-E6; Jurkat E6; J.E6-1; E6-1",CVCL_0367,SIDM01244,NA,NA,NA,haematopoietic_and_lymphoid,C7953
716,JURL-MK1,JURL-MK1,CVCL_2086,SIDM01015,1327771,ACH-000326,JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C3174
717,JVM-2,JVM-2; JVM2,CVCL_1319,SIDM01013,907269,ACH-000106,JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C4337
718,JVM-3,JVM-3; JVM3,CVCL_1320,SIDM01012,907270,ACH-000346,JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C4753
719,K029AX,K029AX,CVCL_8784,SIDM01629,NA,ACH-000404,K029AX_SKIN,skin,C3510
720,K1,K1,CVCL_2537,NA,NA,NA,NA,thyroid,C4035
721,K19,K19,CVCL_W796,NA,NA,NA,NA,skin,C3510
722,K2 [Human thyroid carcinoma],K2 [Human thyroid carcinoma],CVCL_6308,NA,NA,NA,NA,thyroid,C4035
723,K4IM,K4IM; K4 IM; K4; K4 IMmortalized,CVCL_9V29,NA,NA,NA,NA,skin,NA
724,K5,K5,CVCL_1322,SIDM00056,924238,ACH-002148,K5_THYROID,thyroid,C4035
725,K8 [Human melanoma],K8 [Human melanoma],CVCL_EQ75,NA,NA,NA,NA,skin,C3224
726,KALS-1,KALS-1; KALS1,CVCL_1323,SIDM00613,907271,ACH-000231,KALS1_CENTRAL_NERVOUS_SYSTEM,brain,C3058
727,Karpas-1106P,Karpas-1106P; Karpas-1106p; KARPAS-1106P; Karpas 1106P; KARPAS 1106P; KARPAS1106P; Karpas1106P; Karpas-1106; Karpas 1106; Karpas1106; K1106,CVCL_1821,SIDM01011,1327773,ACH-002254,KARPAS1106P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C9280
728,Karpas-231,Karpas-231; KARPAS-231; Karpas 231; KARPAS 231; KARPAS231; K231,CVCL_1822,SIDM01017,1327774,ACH-002255,KARPAS231_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C8851
729,Karpas-299,Karpas-299; KARPAS-299; Karpas 299; KARPAS 299; Karpas299; KARPAS299; K299,CVCL_1324,SIDM01010,907273,ACH-000053,KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C3720
730,Karpas-422,Karpas-422; KARPAS-422; Karpas 422; KARPAS 422; Karpas422; KARPAS422; K422,CVCL_1325,SIDM01008,907274,ACH-000315,KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C36080
731,Karpas-45,Karpas-45; KARPAS-45; Karpas 45; KARPAS 45; KARPAS45; K45; T-45; T45,CVCL_1326,SIDM01007,907272,ACH-002256,KARPAS45_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C7953
732,Karpas-620,Karpas-620; KARPAS-620; Karpas 620; KARPAS 620; Karpas620; KARPAS620; K620,CVCL_1823,SIDM01006,1327775,ACH-000193,KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C3242
733,Kasumi-1,Kasumi-1; KASUMI-1; Kasumi 1; KASUMI1; Kasumi1,CVCL_0589,SIDM01005,907275,ACH-000263,KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C9381
734,Kasumi-2,Kasumi-2; KASUMI-2; KASUMI2; Kasumi2,CVCL_0590,NA,NA,NA,NA,haematopoietic_and_lymphoid,C80347
735,Kasumi-3,Kasumi-3; KASUMI-3; Kasumi 3; Kasumi3; KASUMI3,CVCL_0612,NA,NA,NA,NA,haematopoietic_and_lymphoid,C8303
736,Kasumi-6,Kasumi-6; KASUMI-6; KASUMI6,CVCL_0614,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
737,KATO III,KATO III; Kato III; Kato-III; KATO-III; KATOIII; KatoIII; KATO 3; JTC-28; Japanese Tissue Culture-28,CVCL_0371,SIDM00687,907276,ACH-000793,KATOIII_STOMACH,stomach,C2993
738,KCI-MOH1,KCI-MOH1; KciMoh-1; KCIMOH1; WSU-MOH1,CVCL_2090,NA,NA,NA,NA,pancreas,C8294
739,KCL-22,KCL-22; KCL22; Kcl22; KCL22S,CVCL_2091,SIDM01004,1330931,ACH-000983,KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C3174
740,KE-37,KE-37; KE 37; KE37,CVCL_1327,SIDM01003,907277,ACH-000101,KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C9142
741,KE-39,KE-39; KE39,CVCL_3385,SIDM01582,NA,ACH-000507,KE39_STOMACH,stomach,C4004
742,KE-97,KE-97; KE97,CVCL_3386,SIDM01589,NA,ACH-000167,KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,NA
743,Kelly,Kelly; KELLY; NB19; NB-19; NB19-RIKEN,CVCL_2092,SIDM01009,753618,ACH-000259,KELLY_AUTONOMIC_GANGLIA,autonomic_ganglia,C3270
744,KG-1,KG-1; KG1,CVCL_0374,SIDM00785,907278,ACH-000386,KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C9154
745,KG-1-C,KG-1-C; KG-1C; KG1C; KG-1,CVCL_2971,SIDM00784,1240164,ACH-000126,KG1C_CENTRAL_NERVOUS_SYSTEM,brain,C3288
746,KGN,KGN,CVCL_0375,SIDM00302,924186,ACH-002149,KGN_OVARY,ovary,C6261
747,KHM-1B,KHM-1B; KHM1B,CVCL_2972,NA,NA,NA,NA,haematopoietic_and_lymphoid,C3242
748,Ki-JK,Ki-JK; KI-JK; KIJK,CVCL_2093,SIDM01581,NA,ACH-000773,KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C3720
749,KINGS-1,KINGS-1; Kings-1; KINGS1,CVCL_1328,SIDM00612,907279,ACH-002257,KINGS1_CENTRAL_NERVOUS_SYSTEM,brain,C9477
750,KLE,KLE,CVCL_1329,SIDM00686,924187,ACH-000293,KLE_ENDOMETRIUM,endometrium,C7359
751,KLM-1,KLM-1; KLM1,CVCL_5146,SIDM01632,NA,NA,NA,pancreas,C9120
752,KM-H2,KM-H2; KM H-2; KMH2,CVCL_1330,SIDM01018,909976,ACH-000815,KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C9357
753,KMBC-2,KMBC-2; KMBC2,CVCL_2977,SIDM01578,NA,ACH-000862,KMBC2_URINARY_TRACT,urinary_tract,C4912
754,KMH-2,KMH-2,CVCL_S641,SIDM00619,1298167,NA,NA,thyroid,C3878
755,KMM-1,KMM-1; KMM1,CVCL_2981,SIDM01577,NA,ACH-000889,KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C3242
756,KMOE-2,KMOE-2; KMOE2; Kmoe2,CVCL_1332,SIDM01019,907280,ACH-002258,KMOE2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C7152
757,KMRC-1,KMRC-1; KMRC1,CVCL_2983,SIDM00611,1298168,ACH-000684,KMRC1_KIDNEY,kidney,C4033
758,KMRC-2,KMRC-2; KMRC2,CVCL_2984,NA,NA,NA,NA,kidney,C4033
759,KMRC-20,KMRC-20; KMRC20,CVCL_2986,SIDM00609,1298169,ACH-000250,KMRC20_KIDNEY,kidney,C4033
760,KMRC-3,KMRC-3; KMRC3,CVCL_2985,NA,NA,NA,NA,kidney,C4033
761,KMS-11,KMS-11; KMS11; kms11; kms 11,CVCL_2989,SIDM00608,1659817,ACH-000714,KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C3242
762,KMS-12-BM,KMS-12-BM; KMS 12 BM; KMS-12BM; KMS12-BM; KMS12BM; KMS-12; KMS12,CVCL_1334,SIDM01020,907281,ACH-000380,KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C3242
763,KMS-12-PE,KMS-12-PE; KMS 12 PE; KMS-12_PE; KMS-12PE; KMS12-PE; KMS12PE,CVCL_1333,SIDM01035,753568,ACH-001103,KMS12PE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C3242
764,KMS-18,KMS-18; KMS18,CVCL_A637,SIDM01576,NA,ACH-000658,KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C3242
765,KMS-20,KMS-20; KMS20,CVCL_2990,SIDM01575,NA,ACH-000426,KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C3242
766,KMS-21-BM,KMS-21-BM; KMS-21BM; KMS21BM,CVCL_2991,NA,NA,NA,NA,haematopoietic_and_lymphoid,NA
767,KMS-26,KMS-26; KMS26,CVCL_2992,SIDM01574,NA,ACH-000588,KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C3242
