dname,chembl_id,inchikey,smiles,cid,molecular_formula,clinical_phase,cid_m,cid_s,stitch_name,drugbank_id,kegg_id,target_genes,PUBCHCID,TTD_TARGETS
TOLNAFTATE,CHEMBL83668,FUSNMLFNXJSCDI-UHFFFAOYSA-N,CC1=CC(=CC=C1)N(C)C(=S)OC2=CC3=CC=CC=C3C=C2,5510,C19H17NOS,4,CIDm00005510,CIDs00005510,tolnaftate,DB00525,D00381,,5510,SQLE
TRICHLORMETHIAZIDE,CHEMBL1054,LMJSLTNSBFUCMU-UHFFFAOYSA-N,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)NC(N2)C(Cl)Cl,5560,C8H8Cl3N3O4S2,4,CIDm00005560,CIDs00005560,trichlormethiazide,DB01021,D00658,,5560,SLC12A1
TROPICAMIDE,CHEMBL1200604,BGDKAVGWHJFAGW-UHFFFAOYSA-N,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2,5593,C17H20N2O2,4,CIDm00005593,CIDs00005593,tropicamide,DB00809,D00397,,5593,CHRM4
VENLAFAXINE,CHEMBL637,PNVNVHUZROJLTJ-UHFFFAOYSA-N,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,5656,C17H27NO2,4,CIDm00005656,CIDs00005656,venlafaxine,DB00285,D08670,,5656,"SLC6A2,SLC6A4"
WY-14643 (PIRINIXIC ACID),CHEMBL295416,SZRPDCCEHVWOJX-UHFFFAOYSA-N,CC1=C(C(=CC=C1)NC2=CC(=NC(=N2)SCC(=O)O)Cl)C,5694,C14H14ClN3O2S,0,CIDm00005694,CIDs00005694,pirinixic acid,,C15617,,5694,PPARA
ZM 336372,CHEMBL186526,PYEFPDQFAZNXLI-UHFFFAOYSA-N,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)N(C)C)NC(=O)C3=CC=C(C=C3)O,5730,C23H23N3O3,0,CIDm00005730,CIDs00005730,Zm 336372,,,,5730,"LCK,MAPK14,RAF1,BRAF"
CORTISONE ACETATE,CHEMBL1650,ITRJWOMZKQRYTA-RFZYENFJSA-N,CC(=O)OCC(=O)C1(CCC2C1(CC(=O)C3C2CCC4=CC(=O)CCC34C)C)O,5745,C23H30O6,4,CIDm00002863,CIDs00005745,cortisone acetate,DB01380,D00973,,5745,ESRRA; ESRRB; ESRRG
HYDROCORTISONE,CHEMBL389621,JYGXADMDTFJGBT-VWUMJDOOSA-N,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O,5754,C21H30O5,4,CIDm00003640,CIDs00005754,cortisol,DB00741,D00088,,5754,NR3C1
ESTRIOL,CHEMBL193482,PROQIPRRNZUXQM-ZXXIGWHRSA-N,CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O,5756,C18H24O3,4,CIDm00003269,CIDs00005756,estriol,DB04573,D00185,,5756,ESR1
ESTRADIOL,CHEMBL135,VOXZDWNPVJITMN-ZBRFXRBCSA-N,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,5757,C18H24O2,4,CIDm00000450,CIDs00005757,estradiol,DB00783,D00105,,5757,ESR1
RESERPINE,CHEMBL772,QEVHRUUCFGRFIF-MDEJGZGSSA-N,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,5770,C33H40N2O9,4,CIDm00005052,CIDs00005770,reserpine,DB00206,D00197,,5770,SLC18A2
TIRATRICOL,CHEMBL41632,UOWZUVNAGUAEQC-UHFFFAOYSA-N,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(=O)O)I)I)O,5803,C14H9I3O4,2,CIDm00005803,CIDs00005803,TRIAC,DB03604,D07214,,5803,"THRB,THRA"
PREDNISONE,CHEMBL635,XOFYZVNMUHMLCC-ZPOLXVRWSA-N,CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C,5865,C21H26O5,4,CIDm00004900,CIDs00005865,prednisone,DB00635,D00473,,5865,NR3C1
ESTRONE,CHEMBL1405,DNXHEGUUPJUMQT-CBZIJGRNSA-N,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,5870,C18H22O2,4,CIDm00000698,CIDs00005870,estrone,DB00655,D00067,,5870,ESR1
DEHYDROEPIANDROSTERONE (DHEA),CHEMBL90593,FMGSKLZLMKYGDP-USOAJAOKSA-N,CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C,5881,C19H28O2,4,CIDm00000076,CIDs00005881,DHEA,DB01708,D08409,,5881,"G6PD,AR"
IDOXURIDINE,CHEMBL788,XQFRJNBWHJMXHO-RRKCRQDMSA-N,C1C(C(OC1N2C=C(C(=O)NC2=O)I)CO)O,5905,C9H11IN2O5,4,CIDm00003687,CIDs00005905,IUdR,DB00249,D00342,,5905,TK1
PROGESTERONE,CHEMBL103,RJKFOVLPORLFTN-LEKSSAKUSA-N,CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,5994,C21H30O2,4,CIDm00004920,CIDs00005994,progesterone,DB00396,D00066,,5994,PGR
PYRIDOXINE HCL,CHEMBL1200756,ZUFQODAHGAHPFQ-UHFFFAOYSA-N,CC1=NC=C(C(=C1O)CO)CO.Cl,6019,C8H12ClNO3,4,CIDm00001054,CIDs00001054,pyridoxine,,D02179,,6019,DDC
URIDINE,CHEMBL100259,DRTQHJPVMGBUCF-XVFCMESISA-N,C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O,6029,C9H12N2O6,4,CIDm00001177,CIDs00006029,uridine,DB02745,C00299,,6029,TYMP
PHLORIZIN,CHEMBL245067,IOUVKUPGCMBWBT-QNDFHXLGSA-N,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2OC3C(C(C(C(O3)CO)O)O)O)O)O)O,6072,C21H24O10,0,CIDm00004789,CIDs00006072,phlorizin,,C01604,,6072,SLC5A1
ZOXAZOLAMINE,CHEMBL472566,YGCODSQDUUUKIV-UHFFFAOYSA-N,C1=CC2=C(C=C1Cl)N=C(O2)N,6103,C7H5ClN2O,0,CIDm00006103,CIDs00006103,zoxazolamine,,C13841,,6103,KCNN2
DIPHEMANIL METHYLSULFATE,CHEMBL1200880,BREMLQBSKCSNNH-UHFFFAOYSA-M,C[N+]1(CCC(=C(C2=CC=CC=C2)C3=CC=CC=C3)CC1)C.COS(=O)(=O)[O-],6126,C21H27NO4S,4,CIDm00006126,CIDs00006126,diphemanil,DB00729,D06878,,6126,CHRM1
GALLAMINE TRIETHIODIDE,CHEMBL1200993,REEUVFCVXKWOFE-UHFFFAOYSA-K,CC[N+](CC)(CC)CCOC1=C(C(=CC=C1)OCC[N+](CC)(CC)CC)OCC[N+](CC)(CC)CC.[I-].[I-].[I-],6172,C30H60I3N3O3,4,CIDm00003450,CIDs00003450,gallamine triethiodide,DB00483,D02292,,6172,CHRM2
FLUOCINOLONE ACETONIDE,CHEMBL989,FEBLZLNTKCEFIT-VSXGLTOVSA-N,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)F)C,6215,C24H30F2O6,4,CIDm00003381,CIDs00006215,fluocinolone acetonide,DB00591,D01825,,6215,NR3C1
NORETHINDRONE,CHEMBL1162,VIKNJXKGJWUCNN-XGXHKTLJSA-N,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,6230,C20H26O2,4,CIDm00004536,CIDs00006230,Milli,DB00717,D00182,,6230,PGR
D-MANNITOL,CHEMBL689,FBPFZTCFMRRESA-KVTDHHQDSA-N,C(C(C(C(C(CO)O)O)O)O)O,6251,C6H14O6,4,CIDm00000453,CIDs00006251,mannitol,DB00742,D00062,,6251,"Asperg mpdA,Asperg M2DH"
TRIFLURIDINE,CHEMBL1129,VSQQQLOSPVPRAZ-RRKCRQDMSA-N,C1C(C(OC1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O,6256,C10H11F3N2O5,4,CIDm00006256,CIDs00006256,trifluridine,DB00432,D00391,,6256,Candi TMP1
MESTRANOL,CHEMBL1201151,IMSSROKUHAOUJS-MJCUULBUSA-N,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)OC,6291,C21H26O2,4,CIDm00004080,CIDs00006291,mestranol,DB01357,D00575,,6291,ESR1
MEPENZOLATE BROMIDE,CHEMBL1724,JRRNZNSGDSFFIR-UHFFFAOYSA-M,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C.[Br-],6461,C21H26BrNO3,4,CIDm00004057,CIDs00004057,mepenzolate,,D00720,,6461,CHRM5
TROMETAMOL,CHEMBL1200391,LENZDBCJOHFCAS-UHFFFAOYSA-N,C(C(CO)(CO)N)O,6503,C4H11NO3,4,CIDm00006503,CIDs00006503,Tris-HCl,DB03754,D00396,,6503,AMD1
METHYLPREDNISOLONE,CHEMBL650,VHRSUDSXCMQTMA-PJHHCJLFSA-N,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,6741,C22H30O5,4,CIDm00004159,CIDs00006741,methylprednisolone,DB00959,D00407,,6741,NR3C1
GUANOSINE,CHEMBL375655,NYHBQMYGNKIUIF-UUOKFMHZSA-N,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=NC2=O)N,6802,C10H13N5O5,0,CIDm00000765,CIDs00006802,guanosine,DB02857,C00387,,6802,"PNP,HSV UL30,CMV UL54"
MONOBENZONE,CHEMBL1388,VYQNWZOUAUKGHI-UHFFFAOYSA-N,C1=CC=C(C=C1)COC2=CC=C(C=C2)O,7638,C13H12O2,4,CIDm00007638,CIDs00007638,monobenzone,DB00600,D05072,,7638,TYR
SP600125,CHEMBL7064,ACPOUJIDANTYHO-UHFFFAOYSA-N,C1=CC=C2C(=C1)C3=NNC4=CC=CC(=C43)C2=O,8515,C14H8N2O,0,CIDm00008515,CIDs00008515,JNK inhibitor II,DB01782,,,8515,"MAPK8,MAPK10,TTK,MAPK8; MAPK9; MAPK10,MAPK9"
8-AZAGUANINE,CHEMBL374107,LPXQRXLUHJKZIE-UHFFFAOYSA-N,C12=NNNC1=NC(=NC2=O)N,8646,C4H4N6O,0,CIDm00008646,CIDs00008646,8-azaguanine,DB01667,,,8646,PNP
PREGNENOLONE,CHEMBL253363,ORNBQBCIOKFOEO-QGVNFLHTSA-N,CC(=O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,8955,C21H32O2,4,CIDm00001027,CIDs00008955,pregnenolone,DB02789,D00143,,8955,ESRRA
DYDROGESTERONE,CHEMBL1200853,JGMOKGBVKVMRFX-HQZYFCCVSA-N,CC(=O)C1CCC2C1(CCC3C2C=CC4=CC(=O)CCC34C)C,9051,C21H28O2,4,CIDm00003181,CIDs00009051,dydrogesterone,DB00378,D01217,,9051,PGR
ETHYNODIOL DIACETATE,CHEMBL1200624,ONKUMRGIYFNPJW-KIEAKMPYSA-N,CC(=O)OC1CCC2C3CCC4(C(C3CCC2=C1)CCC4(C#C)OC(=O)C)C,9270,C24H32O4,4,CIDm00003304,CIDs00009270,ethynodiol diacetate,DB00823,D01294,,9270,PGR
FLUOCINONIDE,CHEMBL1501,WJOHZNCJWYWUJD-IUGZLZTKSA-N,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CC(C5=CC(=O)C=CC54C)F)F)O)C)OC(O2)(C)C,9642,C26H32F2O7,4,CIDm00003382,CIDs00009642,fluocinonide,DB01047,D00325,,9642,ESRRA; ESRRB; ESRRG
BETAMETHASONE,CHEMBL632,UREBDLICKHMUKA-DVTGEIKXSA-N,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,9782,C22H29FO5,4,CIDm00003003,CIDs00009782,dexamethasone,DB00443,D00244,,9782,NR3C1
LITHOCHOLIC ACID,CHEMBL1478,SMEROWZSTRWXGI-HVATVPOCSA-N,CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,9903,C24H40O3,0,CIDm00009903,CIDs00009903,lithocholic acid,,C03990,,9903,"ERBB2,VEGFA,NR1H4"
ENOXOLONE,CHEMBL230006,MPDGHEJMBKOTSU-YKLVYJNSSA-N,CC1(C2CCC3(C(C2(CCC1O)C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C,10114,C30H46O4,3,CIDm00003230,CIDs00010114,glycyrrhetinic acid,DB13089,D00156,,10114,"HSD11B1,ANPEP,HSD11B2"
CHENODEOXYCHOLIC ACID,CHEMBL240597,RUDATBOHQWOJDD-BSWAIDMHSA-N,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,10133,C24H40O4,4,CIDm00005645,CIDs00010133,UDCA,DB06777,D00163,,10133,NR1H4
ALOE-EMODIN,CHEMBL40275,YDQWDHRMZQUTBA-UHFFFAOYSA-N,C1=CC2=C(C(=C1)O)C(=O)C3=C(C=C(C=C3C2=O)CO)O,10207,C15H10O5,0,CIDm00010207,CIDs00010207,aloe-emodin,,C10294,,10207,ALDH3A2
CYTISINE,CHEMBL497939,ANJTVLIZGCUXLD-DTWKUNHWSA-N,C1C2CNCC1C3=CC=CC(=O)N3C2,10235,C11H14N2O,3,CIDm00010235,CIDs00010235,cytisine,DB09028,D07770,,10235,"CHRNA4,CHRNB2,CHRNA7,CHRNA2,CHRNB4"
OLEANOLIC ACID,CHEMBL168,MIJYXULNPSFWEK-GTOFXWBISA-N,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,10494,C30H48O3,0,CIDm00010494,CIDs00010494,oleanolic acid,,C17148,,10494,"PTPN1,HSV UL30,PYGM"
HESPERIDIN,CHEMBL449317,QUQPHWDTPGMPEX-QJBIFVCTSA-N,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,10621,C28H34O15,3,CIDm00003594,CIDs00010621,hesperidin,DB04703,D01038,,10621,CACNA1B
TETRAHYDROZOLINE HCL,CHEMBL1200413,BJORNXNYWNIWEY-UHFFFAOYSA-N,C1CC(C2=CC=CC=C2C1)C3=NCCN3.Cl,10648,C13H17ClN2,4,CIDm00005419,CIDs00005419,YxiN,,D01023,,10648,ADRA2C
L-CARNITINE,CHEMBL1149,PHIQHXFUZVPYII-ZCFIWIBFSA-N,C[N+](C)(C)CC(CC(=O)[O-])O,10917,C7H15NO3,4,CIDm00000085,CIDs00010917,carnitine,DB00583,D02176,,10917,CPT1B
ISOVALERAMIDE,CHEMBL171066,SANOUVWGPVYVAV-UHFFFAOYSA-N,CC(C)CC(=O)N,10930,C5H11NO,2,CIDm00010930,CIDs00010930,isovaleramide,,D04637,,10930,ALDH3A2
FORMESTANE,CHEMBL132530,OSVMTWJCGUFAOD-KZQROQTASA-N,CC12CCC(=O)C(=C1CCC3C2CCC4(C3CCC4=O)C)O,11273,C19H26O3,4,CIDm00003408,CIDs00011273,17-dione,DB08905,D07260,,11273,CYP19A1
ACETYLCYSTEINE,CHEMBL600,PWKSKIMOESPYIA-BYPYZUCNSA-N,CC(=O)NC(CS)C(=O)O,12035,C5H9NO3S,4,CIDm00000581,CIDs00012035,N-acetylcysteine,DB06151,D00221,,12035,NFKB1; NFKB2; RELA; RELB; REL
GLYCYRRHIZIC ACID,CHEMBL441687,LPLVUJXQOOQHMX-QWBHMCJMSA-N,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C,14982,C42H62O16,2,CIDm00003495,CIDs00014982,glycyrrhizin,,,,14982,HSD11B1
AZAPERONE,CHEMBL340211,XTKDAFGWCDAMPY-UHFFFAOYSA-N,C1CN(CCN1CCCC(=O)C2=CC=C(C=C2)F)C3=CC=CC=N3,15443,C19H22FN3O,4,CIDm00015443,CIDs00015443,azaperone,,D02620,,15443,"DRD2,DRD3"
AZACYCLONOL,CHEMBL127508,ZMISODWVFHHWNR-UHFFFAOYSA-N,C1CNCCC1C(C2=CC=CC=C2)(C3=CC=CC=C3)O,15723,C18H21NO,0,CIDm00015722,CIDs00015722,azacyclonol,,,,15723,HRH1
ACADESINE,CHEMBL1551724,RTRQQBHATOEIAF-UUOKFMHZSA-N,C1=NC(=C(N1C2C(C(C(O2)CO)O)O)N)C(=O)N,17513,C9H14N4O5,3,CIDm00017513,CIDs00017513,acadesine,DB04944,D02742,,17513,PRKAA1; PRKAB1; PRKAG1
VIDARABINE,CHEMBL1090,OIRDTQYFTABQOQ-UHTZMRCNSA-N,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O,21704,C10H13N5O4,4,CIDm00000191,CIDs00021704,adenosine,DB00194,D00406,,21704,ADORA2B
NMDA (N-METHYL-D-ASPARTIC ACID),CHEMBL291278,HOKKHZGPKSLGJE-GSVOUGTGSA-N,CNC(CC(=O)O)C(=O)O,22880,C5H9NO4,3,CIDm00004376,CIDs00022880,NMDA,,C12269,,22880,"GRIN2A,GRIN1,GRIN2B,GRIN2D,GRIN2C"
CAMPTOTHECIN,CHEMBL65,VSJKWCGYPAHWDS-FQEVSTJZSA-N,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O,24360,C20H16N2O4,0,CIDm00002538,CIDs00024360,camptothecin,DB04690,C01897,,24360,TOP1
DIACEREIN,CHEMBL41286,TYNLGDBUJLVSMA-UHFFFAOYSA-N,CC(=O)OC1=CC=CC2=C1C(=O)C3=C(C=C(C=C3C2=O)C(=O)O)OC(=O)C,26248,C19H12O8,4,CIDm00026248,CIDs00026248,diacerein,DB11994,D07270,,26248,IL1B
CARBIMAZOLE,CHEMBL508102,CFOYWRHIYXMDOT-UHFFFAOYSA-N,CCOC(=O)N1C=CN(C1=S)C,31072,C7H10N2O2S,4,CIDm00031072,CIDs00031072,carbimazole,DB00389,D07616,,31072,TPO
TRIAMCINOLONE,CHEMBL1451,GFNANZIMVAIWHM-OBYCQNJPSA-N,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O,31307,C21H27FO6,4,CIDm00005544,CIDs00031307,triamcinolone,DB00620,D00385,,31307,NR3C1
URSODIOL,CHEMBL1551,RUDATBOHQWOJDD-UZVSRGJWSA-N,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,31401,C24H40O4,4,CIDm00005645,CIDs00031401,UDCA,DB01586,D00734,,31401,"BLVRA,SLC23A2"
PENFLURIDOL,CHEMBL47050,MDLAAYDRRZXJIF-UHFFFAOYSA-N,C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,33630,C28H27ClF5NO,0,CIDm00033630,CIDs00033630,hydroxamates,,D02630,,33630,CACNA1G
OXCARBAZEPINE,CHEMBL1068,CTRLABGOLIVAIY-UHFFFAOYSA-N,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N,34312,C15H12N2O2,4,CIDm00034312,CIDs00034312,oxcarbazepine,DB00776,D00533,,34312,SCN11A
CARBIDOPA,CHEMBL1201236,TZFNLOMSOLWIDK-JTQLQIEISA-N,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)NN,34359,C10H14N2O4,4,CIDm00002563,CIDs00034359,carbidopa,DB00190,D00558,,34359,DDC
ZIDOVUDINE,CHEMBL129,HBOMLICNUCNMMY-XLPZGREQSA-N,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-],35370,C10H13N5O4,4,CIDm00005726,CIDs00035370,zidovudine,DB00495,D00413,,35370,"FLT3,HIV RT"
BEZAFIBRATE,CHEMBL264374,IIBYAHWJQTYFKB-UHFFFAOYSA-N,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl,39042,C19H20ClNO4,4,CIDm00039042,CIDs00039042,bezafibrate,DB01393,D01366,,39042,PPARA
PIRFENIDONE,CHEMBL1256391,ISWRGOKTTBVCFA-UHFFFAOYSA-N,CC1=CN(C(=O)C=C1)C2=CC=CC=C2,40632,C12H11NO,4,CIDm00040632,CIDs00040632,pirfenidone,DB04951,D01583,,40632,TGFB1
TORSEMIDE,CHEMBL1148,NGBFQHCMQULJNZ-UHFFFAOYSA-N,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,41781,C16H20N4O3S,4,CIDm00041781,CIDs00041781,torasemide,DB00214,D00382,,41781,SLC12A1
CLORSULON,CHEMBL1474129,QOVTVIYTBRHADL-UHFFFAOYSA-N,C1=C(C(=CC(=C1N)S(=O)(=O)N)S(=O)(=O)N)C(=C(Cl)Cl)Cl,43231,C8H8Cl3N3O4S2,0,CIDm00043231,CIDs00043231,clorsulon,,D03565,,43231,MycB gpmI
CAPTOPRIL,CHEMBL1560,FAKRSMQSSFJEIM-RQJHMYQMSA-N,CC(CS)C(=O)N1CCCC1C(=O)O,44093,C9H15NO3S,4,CIDm00002550,CIDs00044093,captopril,DB01197,D00251,,44093,SLC33A1
FOSCARNET SODIUM,CHEMBL754,DFHAXXVZCFXGOQ-UHFFFAOYSA-K,C(=O)([O-])P(=O)([O-])[O-].[Na+].[Na+].[Na+],44561,CNa3O5P,4,CIDm00003414,CIDs00003414,foscarnet,,D00579,,44561,HSV UL30
NICORANDIL,CHEMBL284906,LBHIOVVIQHSOQN-UHFFFAOYSA-N,C1=CC(=CN=C1)C(=O)NCCO[N+](=O)[O-],47528,C8H9N3O4,4,CIDm00047528,CIDs00047528,nicorandil,DB09220,D01810,,47528,ABCC9
FORSKOLIN,CHEMBL52606,OHCQJHSOBUTRHG-KGGHGJDLSA-N,CC(=O)OC1C(C2C(CCC(C2(C3(C1(OC(CC3=O)(C)C=C)C)O)C)O)(C)C)O,47936,C22H34O7,0,CIDm00003413,CIDs00047936,forskolin,DB02587,D03584,,47936,ADCY2
TRICLABENDAZOLE,CHEMBL1086440,NQPDXQQQCQDHHW-UHFFFAOYSA-N,CSC1=NC2=CC(=C(C=C2N1)Cl)OC3=C(C(=CC=C3)Cl)Cl,50248,C14H9Cl3N2OS,0,CIDm00050248,CIDs00050248,triclabendazole,DB12245,D07364,,50248,Trypano CYSP
LOVASTATIN,CHEMBL503,PCZOHLXUXFIOCF-BXMDZJJMSA-N,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,53232,C24H36O5,4,CIDm00003962,CIDs00053232,lovastatin,DB00227,D00359,,53232,HMGCR
SIMVASTATIN,CHEMBL1064,RYMZZMVNJRMUDD-HGQWONQESA-N,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,54454,C25H38O5,4,CIDm00054454,CIDs00054454,simvastatin,DB00641,D00434,,54454,HMGCR
MIFEPRISTONE,CHEMBL1276308,VKHAHZOOUSRJNA-GCNJZUOMSA-N,CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O,55245,C29H35NO2,4,CIDm00004196,CIDs00055245,mifepristone,DB00834,D00585,,55245,NR3C1
FINASTERIDE,CHEMBL710,DBEPLOCGEIEOCV-WSBQPABSSA-N,CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CCC4C3(C=CC(=O)N4)C,57363,C23H36N2O2,4,CIDm00003350,CIDs00057363,finasteride,DB01216,D00321,,57363,"SRD5A2,SRD5A1; SRD5A2; SRD5A3"
SPARFLOXACIN,CHEMBL850,DZZWHBIBMUVIIW-DTORHVGOSA-N,CC1CN(CC(N1)C)C2=C(C3=C(C(=C2F)N)C(=O)C(=CN3C4CC4)C(=O)O)F,60464,C19H22F2N4O3,4,CIDm00005257,CIDs00060464,sparfloxacin,DB01208,D00590,,60464,"Stap-coc parC,Bact gyrA; Bact gyrB"
VALACICLOVIR HCL,CHEMBL1201110,ZCDDBUOENGJMLV-QRPNPIFTSA-N,CC(C)C(C(=O)OCCOCN1C=NC2=C1NC(=NC2=O)N)N.Cl,60772,C13H21ClN6O4,4,CIDm00005647,CIDs00060772,VACV,,D00398,,60772,HSV UL30
LAMIVUDINE,CHEMBL141,JTEGQNOMFQHVDC-NKWVEPMBSA-N,C1C(OC(S1)CO)N2C=CC(=NC2=O)N,60825,C8H11N3O3S,4,CIDm00003877,CIDs00060825,lamivudine,DB00709,D00353,,60825,HIV RT
VALSARTAN,CHEMBL1069,ACWBQPMHZXGDFX-QFIPXVFZSA-N,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)C(C(C)C)C(=O)O,60846,C24H29N5O3,4,CIDm00005650,CIDs00060846,valsartan,DB00177,D00400,,60846,AGTR1
ZANAMIVIR,CHEMBL222813,ARAIBEBZBOPLMB-UFGQHTETSA-N,CC(=O)NC1C(C=C(OC1C(C(CO)O)O)C(=O)O)N=C(N)N,60855,C12H20N4O7,4,CIDm00005721,CIDs00060855,zanamivir,DB00558,D00902,,60855,Influ NA
ZOLMITRIPTAN,CHEMBL1185,ULSDMUVEXKOYBU-ZDUSSCGKSA-N,CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3,60857,C16H21N3O2,4,CIDm00005731,CIDs00060857,zolmitriptan,DB00315,D00415,,60857,"HTR1B,HTR1D"
ADEFOVIR DIPIVOXIL,CHEMBL922,WOZSCQDILHKSGG-UHFFFAOYSA-N,CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C1N=CN=C2N)OCOC(=O)C(C)(C)C,60871,C20H32N5O8P,4,CIDm00060871,CIDs00060871,adefovir dipivoxil,DB00718,D01655,,60871,HIV RT
EMTRICITABINE,CHEMBL885,XQSPYNMVSIKCOC-NTSWFWBYSA-N,C1C(OC(S1)CO)N2C=C(C(=NC2=O)N)F,60877,C8H10FN3O3S,4,CIDm00060877,CIDs00060877,emtricitabine,DB00879,D01199,,60877,HIV RT
ADENOSINE,CHEMBL477,OIRDTQYFTABQOQ-KQYNXXCUSA-N,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O,60961,C10H13N5O4,4,CIDm00000191,CIDs00060961,adenosine,DB00640,D00045,,60961,ADORA2B
MEVASTATIN,CHEMBL54440,AJLFOPYRIVGYMJ-INTXDZFKSA-N,CCC(C)C(=O)OC1CCC=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O,64715,C23H34O5,0,CIDm00002854,CIDs00064715,compactin,DB06693,C13963,,64715,HMGCR
URSOLIC ACID,CHEMBL169,WCGUUGGRBIKTOS-GPOJBZKASA-N,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O,64945,C30H48O3,2,CIDm00064945,CIDs00064945,H-NMR,,C08988,,64945,"HSD11B1,PLA2G1B,PTPN1,HSV UL30,PYGM"
BETULINIC ACID,CHEMBL269277,QGJZLNKBHJESQX-FZFNOLFKSA-N,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C(=O)O,64971,C30H48O3,2,CIDm00002371,CIDs00064971,betulinic acid,DB12480,C08619,,64971,HSV UL30
