,dname,chembl_id,inchikey,smiles,cid,molecular_formula,clinical_phase,cid_m,cid_s,stitch_name,drugbank_id,kegg_id,target_genes
2721,Chloropyramine hydrochloride,CHEMBL550011,VEYWWAGBHABATA-UHFFFAOYSA-N,CN(C)CCN(CC1=CC=C(C=C1)Cl)C2=CC=CC=N2.Cl,80311,C16H21Cl2N3,0,CIDm00025294,CIDs00025294,chloropyramine,,,HRH1
2723,Mizolastine,CHEMBL94454,PVLJETXTTWAYEW-UHFFFAOYSA-N,CN(C1CCN(CC1)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F)C5=NC=CC(=O)N5,65906,C24H25FN6O,4,CIDm00065906,CIDs00065906,mizolastine,DB12523,,HRH1
3169,CYPROHEPTADINE,CHEMBL516,JJCFRYNCJDLXIK-UHFFFAOYSA-N,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,2913,C21H21N,4,CIDm00002913,CIDs00002913,cyproheptadine,DB00434,C06935,"HRH1,ADRA1A,ADRA1B,ADRA1D,CHRM1,CHRM2,CHRM3,HTR2A,HTR2B,HTR2C,HTR6,HTR7"
753,DOXYLAMINE SUCCINATE,CHEMBL1200392,KBAUFVUYFNWQFM-UHFFFAOYSA-N,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C.C(CC(=O)O)C(=O)O,11224,C21H28N2O5,4,CIDm00003162,CIDs00003162,doxylamine,,D02327,"HRH1,CHRM1"
1320,BROMPHENIRAMINE HYDROGEN MALEATE,CHEMBL1200961,SRGKFVAASLQVBO-BTJKTKAUSA-N,CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,5281067,C20H23BrN2O4,4,CIDm00006834,CIDs00006834,D-isomer,,D00663,"HRH1,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5"
842,AZELASTINE HCL,CHEMBL1200809,YEJAJYAHJQIWNU-UHFFFAOYSA-N,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl.Cl,54360,C22H25Cl2N3O,4,CIDm00002267,CIDs00002267,azelastine,,D00659,"HRH1,CYP2C19"
546,LORATADINE,CHEMBL998,JCCNYMKQOSZNPW-UHFFFAOYSA-N,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1,3957,C22H23ClN2O2,4,CIDm00003957,CIDs00003957,loratadine,DB00455,D00364,"HRH1,CYP2C19,CYP3A5"
628,TERFENADINE,CHEMBL17157,GUGOEEXESWIERI-UHFFFAOYSA-N,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,5405,C32H41NO2,4,CIDm00005405,CIDs00005405,terfenadine,DB00342,D00521,"HRH1,KCNH2,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,KCNH1"
1348,OLOPATADINE HCL,CHEMBL1719,HVRLZEKDTUEKQH-NOILCQHBSA-N,CN(C)CCC=C1C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O.Cl,5282402,C21H24ClNO3,4,CIDm00060864,CIDs05281071,olopatadine,,D01192,"HRH1,S100A1,S100A12,S100A13,S100A2,S100B"
1321,CHLORPHENIRAMINE MALEATE,CHEMBL1659,DBAKFASWICGISY-BTJKTKAUSA-N,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,5281068,C20H23ClN2O4,4,CIDm00002725,CIDs00002725,chlorpheniramine,,D00665,"HRH1,SLC6A2,SLC6A3,SLC6A4"
3167,(-)-chlorpheniramine,CHEMBL1554789,SOYKEARSMXGVTM-OAHLLOKOSA-N,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,716121,C16H19ClN2,0,CIDm00002725,CIDs00716121,chlorphenirami.,,,"HRH1,SLC6A2,SLC6A3,SLC6A4"
229,NIZATIDINE,CHEMBL653,SGXXNSQHWDMGGP-IZZDOVSWSA-N,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C,3033637,C12H21N5O2S2,4,CIDm00004513,CIDs03033637,nizatidine,DB00585,D00440,HRH2
854,ROXATIDINE ACETATE HCL,CHEMBL2104871,FEWCTJHCXOHWNL-UHFFFAOYSA-N,CC(=O)OCC(=O)NCCCOC1=CC=CC(=C1)CN2CCCCC2.Cl,56704,C19H29ClN2O4,0,CIDm00005105,CIDs00005105,roxatidine,,D01467,HRH2
1421,FAMOTIDINE,CHEMBL902,XUFQPHANEAPEMJ-UHFFFAOYSA-N,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,5702160,C8H15N7O2S3,4,CIDm00003325,CIDs05702160,famotidine,,D00318,HRH2
489,CIMETIDINE,CHEMBL30,AQIXAKUUQRKLND-UHFFFAOYSA-N,CC1=C(N=CN1)CSCCNC(=NC)NC#N,2756,C10H16N6S,4,CIDm00002756,CIDs00002756,cimetidine,DB00501,D00295,"HRH2,SLC29A4,SLC47A1,SLC47A2"
1438,CIPROXIFAN,CHEMBL14638,ACQBHJXEAYTHCY-UHFFFAOYSA-N,C1CC1C(=O)C2=CC=C(C=C2)OCCCC3=CN=CN3,6422124,C16H18N2O2,0,CIDm06422124,CIDs06422124,ciproxifan,,,"HRH3,ADRA2A,ADRA2C,HRH4,HTR3A"
731,CHENODEOXYCHOLIC ACID,CHEMBL240597,RUDATBOHQWOJDD-BSWAIDMHSA-N,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,10133,C24H40O4,4,CIDm00005645,CIDs00010133,UDCA,DB06777,D00163,"HSD11B1,NR1H4"
892,URSOLIC ACID,CHEMBL169,WCGUUGGRBIKTOS-GPOJBZKASA-N,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O,64945,C30H48O3,2,CIDm00064945,CIDs00064945,H-NMR,,C08988,"HSD11B1,PTPN1,ACHE,CASP3,PLA2G1B,PYGM,STS"
1574,AUY922 (NVP-AUY922),CHEMBL3900791,SWDZPNJZKUGIIH-QQTULTPQSA-N,CCNC(=O)C1=C(C(=C2C=C(C(=CC2=O)O)C(C)C)ON1)C3=CC=C(C=C3)CN4CCOCC4,10096043,C26H31N3O5,2,CIDm10096043,CIDs10096043,NVP-AUY922,,D10646,"HSP90AA1,HSP90AA2,HSP90AB1"
35,GELDANAMYCIN,CHEMBL278315,QTQAWLPCGQOSGP-KSRBKZBZSA-N,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC,5288382,C29H40N2O9,0,CIDm00003460,CIDs05288382,geldanamycin,DB02424,C11222,"HSP90AA1,HSP90AB1"
1119,PIFITHRIN-MU,CHEMBL1241268,ZZUZYEMRHCMVTB-UHFFFAOYSA-N,C1=CC=C(C=C1)C#CS(=O)(=O)N,327653,C8H7NO2S,0,CIDm00327653,CIDs00327653,2-phenylethynesulfonamide,,,"HSPA1A,TP53"
781,ALVERINE CITRATE,CHEMBL1408594,RYHCACJBKCOBTJ-UHFFFAOYSA-N,CCN(CCCC1=CC=CC=C1)CCCC2=CC=CC=C2.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,21718,C26H35NO7,4,CIDm00003678,CIDs00003678,alverine citrate,,D02877,HTR1A
1699,WAY-100635 MALEATE,CHEMBL1256924,XIGAHNVCEFUYOV-BTJKTKAUSA-N,COC1=CC=CC=C1N2CCN(CC2)CCN(C3=CC=CC=N3)C(=O)C4CCCCC4.C(=CC(=O)O)C(=O)O,11957721,C29H38N4O6,0,CIDm00005684,CIDs00005684,11C-WAY-100635,,,HTR1A
355,BUSPIRONE,CHEMBL49,QWCRAEMEVRGPNT-UHFFFAOYSA-N,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,2477,C21H31N5O2,4,CIDm00002477,CIDs00002477,buspirone,DB00490,D07593,"HTR1A,DRD2"
869,ZOLMITRIPTAN,CHEMBL1185,ULSDMUVEXKOYBU-ZDUSSCGKSA-N,CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3,60857,C16H21N3O2,4,CIDm00005731,CIDs00060857,zolmitriptan,DB00315,D00415,"HTR1B,HTR1D,HTR1A,HTR1F,HTR1E"
186,DIHYDROERGOTAMINE,CHEMBL1732,LUZRJRNZXALNLM-JGRZULCMSA-N,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C,10531,C33H37N5O5,4,CIDm00003066,CIDs00010531,dihydroergotamine,DB00320,D07837,"HTR1D,HTR1B,ADRA2A,DRD2,HTR1E,HTR1F,HTR2B,HTR7"
178,SUMATRIPTAN,CHEMBL128,KQKPFRSPSRPDEB-UHFFFAOYSA-N,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,5358,C14H21N3O2S,4,CIDm00005358,CIDs00005358,sumatriptan,DB00669,D00451,"HTR1D,HTR1B,HTR1A,HTR1F,HTR1E,HTR5A,HTR6,HTR7"
982,RIZATRIPTAN BENZOATE,CHEMBL1201032,JPRXYLQNJJVCMZ-UHFFFAOYSA-N,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3.C1=CC=C(C=C1)C(=O)O,77997,C22H25N5O2,4,CIDm00077997,CIDs00077997,rizatriptan benzoate,,D00675,"HTR1D,HTR1B,HTR1F,HTR1A,HTR1E"
4100,Cyclobenzaprine hydrochloride,CHEMBL1200636,VXEAYBOGHINOKW-UHFFFAOYSA-N,CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31.Cl,22576,C20H22ClN,4,CIDm00002895,CIDs00002895,cyclobenzaprine,,,HTR2A
2836,mianserin,CHEMBL6437,UEQUQVLFIPOEMF-UHFFFAOYSA-N,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,4184,C18H20N2,4,CIDm00004184,CIDs00004184,mianserin,DB06148,,"HTR2A,HTR2C,ADRA1A,ADRA1B,ADRA1D,HRH1,HTR2B,HTR6,HTR7,ADRA2A,ADRA2B,ADRA2C,DRD1,DRD2,DRD3,DRD5,HRH2,HRH4,HTR1A,HTR1F,OPRK1,SLC6A2,SLC6A3,SLC6A4"
880,TRAZODONE HCL,CHEMBL1200798,OHHDIOKRWWOXMT-UHFFFAOYSA-N,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl.Cl,62935,C19H23Cl2N5O,4,CIDm00005533,CIDs00005533,trazodone,,D00820,"HTR2A,HTR2C,SLC6A4,ADRA1A,ADRA2A,HRH1,HTR1A,HTR2B"
650,PROCAINE HCL,CHEMBL1200841,HCBIBCJNVBAKAB-UHFFFAOYSA-N,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.Cl,5795,C13H21ClN2O2,4,CIDm00004914,CIDs00004914,procaine,,D00740,"HTR3A,CHRNA2,GRIN3A,HMGCR,KCNMA1,KCNMB1,KCNMB2,KCNMB3,KCNMB4,KCNN1,KCNN2,KCNN3,KCNN4,MAOA,MAOB,RYR1,RYR2,SCN10A,SLC6A3"
2754,Granisetron hydrochloride,,QYZRTBKYBJRGJB-PCMHIUKPSA-N,CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C.Cl,6918003,C18H25ClN4O,3,CIDm00003510,CIDs05284566,granisetron,,,"HTR3A,CYP3A5"
4101,azasetron hydrochloride,,DBMKBKPJYAHLQP-UHFFFAOYSA-N,CN1C(=O)COC2=C1C=C(C=C2C(=O)NC3CN4CCC3CC4)Cl.Cl,115000,C17H21Cl2N3O3,0,CIDm00002264,CIDs00002264,azasetron,,,"HTR3A,HTR3B"
3222,Mosapride,CHEMBL60889,YPELFRMCRYSPKZ-UHFFFAOYSA-N,CCOC1=CC(=C(C=C1C(=O)NCC2CN(CCO2)CC3=CC=C(C=C3)F)Cl)N,119584,C21H25ClFN3O3,4,CIDm00119583,CIDs00119583,mosapride,DB11675,,"HTR4,HTR3A"
1698,SB269970 HCL,CHEMBL1256844,XQCJOYZLWFNDIO-PKLMIRHRSA-N,CC1CCN(CC1)CCC2CCCN2S(=O)(=O)C3=CC=CC(=C3)O.Cl,11957684,C18H29ClN2O3S,0,CIDm04184551,CIDs06604889,SB-269970 hydrochloride,,,HTR7
1263,NECROSTATIN-1,CHEMBL195008,TXUWMXQFNYDOEZ-UHFFFAOYSA-N,CN1C(=O)C(NC1=S)CC2=CNC3=CC=CC=C32,2828334,C13H13N3OS,0,CIDm00738299,CIDs02828334,necrostatin-1,,,"IDO1,KRR1,RIPK1"
1493,PQ 401,CHEMBL439259,YBLWOZUPHDKFOT-UHFFFAOYSA-N,CC1=NC2=CC=CC=C2C(=C1)NC(=O)NC3=C(C=CC(=C3)Cl)OC,9549305,C18H16ClN3O2,0,CIDm09549305,CIDs09549305,IGF1R inhibitor II,,,IGF1R
1674,OSI-906 (LINSITINIB),CHEMBL1996234,PKCDDUHJAFVJJB-UHFFFAOYSA-N,CC1(CC(C1)C2=NC(=C3N2C=CN=C3N)C4=CC5=C(C=C4)C=CC(=N5)C6=CC=CC=C6)O,11640390,C26H23N5O,3,CIDm11640390,CIDs11640390,linsitinib,,D09925,"IGF1R,INSR,INSRR"
1259,SC-514,CHEMBL193093,BMUACLADCKCNKZ-UHFFFAOYSA-N,C1=CSC=C1C2=CC(=C(S2)C(=O)N)N,2807869,C9H8N2OS2,0,CIDm02807869,CIDs02807869,sc-514,,,IKBKB
1292,IMD 0354,CHEMBL536151,CHILCFMQWMQVAL-UHFFFAOYSA-N,C1=CC(=C(C=C1Cl)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)O,5081913,C15H8ClF6NO2,0,CIDm05081913,CIDs05081913,IKK-2 inhibitor V,,,IKBKB
1492,IKK-16 (IKK INHIBITOR VII),CHEMBL200027,BWZJBXAPRCVCKQ-UHFFFAOYSA-N,C1CCN(C1)C2CCN(CC2)C(=O)C3=CC=C(C=C3)NC4=NC=CC(=N4)C5=CC6=CC=CC=C6S5,9549298,C28H29N5OS,0,CIDm09549298,CIDs09549298,IKK inhibitor,,,IKBKB
1537,TPCA-1,CHEMBL257167,SAYGKHKXGCPTLX-UHFFFAOYSA-N,C1=CC(=CC=C1C2=CC(=C(S2)NC(=O)N)C(=O)N)F,9903786,C12H10FN3O2S,0,CIDm09903786,CIDs09903786,TPCA-1,,,IKBKB
2640,445430-58-0,CHEMBL249697,PSPFQEBFYXJZEV-UHFFFAOYSA-N,CC1=CC2=C(C=C1)N=C(C3=NC=C(N23)C)NCCN,9813758,C14H17N5,0,CIDm09813758,CIDs09813758,BMS-345541,,,"IKBKB,CHUK"
787,DIACEREIN,CHEMBL41286,TYNLGDBUJLVSMA-UHFFFAOYSA-N,CC(=O)OC1=CC=CC2=C1C(=O)C3=C(C=C(C=C3C2=O)C(=O)O)OC(=O)C,26248,C19H12O8,4,CIDm00026248,CIDs00026248,diacerein,DB11994,D07270,IL1B
2656,"L-690,330",CHEMBL34819,JKOCAAWWDVHWKB-UHFFFAOYSA-N,CC(OC1=CC=C(C=C1)O)(P(=O)(O)O)P(=O)(O)O,132449,C8H12O8P2,0,CIDm00132449,CIDs00132449,"L-690,330",,,IMPA1
282,RIBAVIRIN,CHEMBL1643,IWUCXVSUMQZMFG-AFCXAGJDSA-N,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N,37542,C8H12N4O5,4,CIDm00005064,CIDs00037542,ribavirin,DB00811,D00423,"IMPDH1,ADK,ENPP1,IMPDH2,NT5C2"
270,MYCOPHENOLIC ACID,CHEMBL866,HPNSFSBZBAHARI-RUDMXATFSA-N,CC1=C(C(=C(C2=C1COC2=O)O)CC=C(C)CCC(=O)O)OC,446541,C17H20O6,4,CIDm00004272,CIDs00446541,mycophenolic acid,DB01024,D05096,"IMPDH1,IMPDH2"
1323,MYCOPHENOLATE MOFETIL,CHEMBL1456,RTGDFNSFWBGLEC-SYZQJQIISA-N,CC1=C(C(=C(C2=C1COC2=O)O)CC=C(C)CCC(=O)OCCN3CCOCC3)OC,5281078,C23H31NO7,4,CIDm00004271,CIDs05281078,mycophenolate mofetil,DB00688,D00752,"IMPDH1,IMPDH2,HCAR2"
1556,GW0742,CHEMBL38508,HWVNEWGKWRGSRK-UHFFFAOYSA-N,CC1=C(C=CC(=C1)SCC2=C(N=C(S2)C3=CC(=C(C=C3)C(F)(F)F)F)C)OCC(=O)O,9934458,C21H17F4NO3S2,0,CIDm09934458,CIDs09934458,GW0742,,C15625,"INS,PPARD"
2387,ITK inhibitor,,RRHONYZEMUNMJX-UHFFFAOYSA-N,CC1=C(C=C(C(=C1)OC)C(=O)N2CCN(CC2)C(=O)C)SC3=CN=C(S3)NC(=O)C4=CC=C(C=C4)CNC(C)C(C)C,20635522,C31H39N5O4S2,0,CIDm20635522,CIDs20635522,ITK inhibitor,,,ITK
99,RUXOLITINIB,CHEMBL1789941,HFNKQEVNSGCOJV-OAHLLOKOSA-N,C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,25126798,C17H18N6,4,CIDm17754772,CIDs25126797,ruxolitinib,DB08877,D09959,"JAK1,JAK2,TYK2,JAK3"
1092,ZM 39923 HCL,CHEMBL538798,NJTUORMLOPXPBY-UHFFFAOYSA-N,CC(C)N(CCC(=O)C1=CC2=CC=CC=C2C=C1)CC3=CC=CC=C3.Cl,176406,C23H26ClNO,0,CIDm00003797,CIDs00003797,jak3 inhibitor iv,,,"JAK1,JAK3"
1744,TG101348 (SAR302503),CHEMBL1287853,JOOXLOJCABQBSG-UHFFFAOYSA-N,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)OCCN4CCCC4,16722836,C27H36N6O3S,3,CIDm16722836,CIDs16722836,fedratinib,DB12500,D10630,"JAK2,FLT3,BRD4,JAK1,JAK3,RET,TYK2"
1390,AG-490 (TYRPHOSTIN B42),CHEMBL56543,TUCIOBMMDDOEMM-RIYZIHGNSA-N,C1=CC=C(C=C1)CNC(=O)C(=CC2=CC(=C(C=C2)O)O)C#N,5328779,C17H14N2O3,0,CIDm00002390,CIDs05328779,tyrphostin B42,,,"JAK2,JAK3,EGFR,STAT3"
1549,TOFACITINIB,CHEMBL221959,UJLAWZDWDVHWOW-YPMHNXCESA-N,CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N,9926791,C16H20N6O,4,CIDm09818231,CIDs09926791,tofacitinib,DB08895,D09970,"JAK3,JAK1,JAK2,CYP2C19,TYK2"
171,RILUZOLE,CHEMBL744,FTALBRSUTCGOEG-UHFFFAOYSA-N,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,5070,C8H5F3N2OS,4,CIDm00005070,CIDs00005070,riluzole,DB00740,D00775,"KCND3,KCNK10,KCNK2,KCNK4,KCNN4,SCN5A,SLC7A11"
1135,AMIODARONE HCL,CHEMBL1083993,ITPDYQOUSLNIHG-UHFFFAOYSA-N,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I.Cl,441325,C25H30ClI2NO3,4,CIDm00002156,CIDs00002156,amiodarone,,D00636,"KCNH2,ADRB1,CACNA1H,CACNA2D2,CHRM3,CYP2C8,KCNA7,SCN5A"
950,DOFETILIDE,CHEMBL473,IXTMWRCNAAVVAI-UHFFFAOYSA-N,CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C,71329,C19H27N3O5S2,4,CIDm00071329,CIDs00071329,dofetilide,DB00204,D00647,"KCNH2,KCNH1,KCNJ12,KCNK2"
4022,rottlerin,CHEMBL34241,DEZFNHCVIZBHBI-ZHACJKMWSA-N,CC1=C(C(=C(C(=C1O)C(=O)C)O)CC2=C(C3=C(C(=C2O)C(=O)C=CC4=CC=CC=C4)OC(C=C3)(C)C)O)O,5281847,C30H28O8,0,CIDm00005103,CIDs05281847,rottlerin,,C10721,"KCNH2,PRKCD,TGM2"
334,ACETOHEXAMIDE,CHEMBL1589,VGZSUPCWNCWDAN-UHFFFAOYSA-N,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,1989,C15H20N2O4S,4,CIDm00001989,CIDs00001989,acetohexamide,DB00414,D00219,"KCNJ1,KCNJ10"
523,GLYBURIDE,CHEMBL472,ZNNLBTZKUZBEKO-UHFFFAOYSA-N,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,3488,C23H28ClN3O5S,4,CIDm00003488,CIDs00003488,glibenclamide,DB01016,D00336,"KCNJ11,ABCC8,CFTR,KCNJ5,KCNJ8,ABCA1,ABCB11,ABCC9,CPT1A,KCNJ1,SLCO2B1,TRPA1"
161,MINOXIDIL,CHEMBL802,ZIMGGGWCDYVHOY-UHFFFAOYSA-N,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,4201,C9H15N5O,4,CIDm00004201,CIDs00004201,minoxidil,DB00350,D00418,"KCNJ8,ABCC9,KCNJ1,KCNJ10,KCNJ11,PTGS1,REN"
760,PHENFORMIN HCL,CHEMBL1528839,YSUCWSWKRIOILX-UHFFFAOYSA-N,C1=CC=C(C=C1)CCN=C(N)N=C(N)N.Cl,13266,C10H16ClN5,4,CIDm00008249,CIDs00008249,phenformin,,D08352,"KCNJ8,PRKAA1"
263,DOXAPRAM,CHEMBL1754,XFDJYSQDBULQSI-UHFFFAOYSA-N,CCN1CC(C(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3)CCN4CCOCC4,3156,C24H30N2O2,4,CIDm00003156,CIDs00003156,doxapram,DB00561,D01872,"KCNK3,KCNK9"
494,CLOTRIMAZOLE,CHEMBL104,VNFPBHJOKIVQEB-UHFFFAOYSA-N,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,2812,C22H17ClN2,4,CIDm00002812,CIDs00002812,clotrimazole,DB00257,D00282,"KCNN4,CYP3A4,CYP51A1,NR1I2,NR1I3,TRPM2,TRPM4,TRPM8"
311,CHLORZOXAZONE,CHEMBL1371,TZFWDZFKRBELIQ-UHFFFAOYSA-N,C1=CC2=C(C=C1Cl)NC(=O)O2,2733,C7H4ClNO2,4,CIDm00002733,CIDs00002733,stealth,DB00356,D00771,"KCNN4,KCNMA1"
533,INDAPAMIDE,CHEMBL406,NDDAHWYSQHTHNT-UHFFFAOYSA-N,CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N,3702,C16H16ClN3O3S,4,CIDm00003702,CIDs00003702,indapamide,DB00808,D00345,"KCNQ1,CA7,KCNE1,SLC12A3"
1633,KI8751,CHEMBL178455,LFKQSJNCVRGFCC-UHFFFAOYSA-N,COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC(=C(C=C3)NC(=O)NC4=C(C=C(C=C4)F)F)F,11317348,C24H18F3N3O4,0,CIDm11317348,CIDs11317348,Ki8751,,,KDR
43,AXITINIB,CHEMBL1289926,RITAVMQDGBJQJZ-FMIVXFBMSA-N,CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)C=CC4=CC=CC=N4,6450551,C22H18N4OS,4,CIDm03086685,CIDs06450551,axitinib,DB06626,D03218,"KDR,FLT1,FLT4,CSF1,CYP2C19,CYP3A5,KIT,PDGFRB,PLK4"
1554,CEDIRANIB (AZD2171),CHEMBL491473,XXJWYDDUDKYVKI-UHFFFAOYSA-N,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCC5,9933475,C25H27FN4O3,3,CIDm09933475,CIDs09933475,cediranib,DB04849,D08881,"KDR,FLT1,FLT4,KIT,PDGFRB,CSF1R,FLT3,PDGFRA"
1393,SEMAXANIB (SU5416),CHEMBL276711,WUWDLXZGHZSWQZ-WQLSENKSSA-N,CC1=CC(=C(N1)C=C2C3=CC=CC=C3NC2=O)C,5329098,C15H14N2O,4,CIDm00123015,CIDs05329098,romiplostim,DB06436,D05819,"KDR,FLT1,KIT,PDGFRB,FGFR1,FLT3,MET,PDGFRA,RET"
90,PAZOPANIB HYDROCHLORIDE,CHEMBL1201733,MQHIQUBXFFAOMK-UHFFFAOYSA-N,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N.Cl,11525740,C21H24ClN7O2S,4,CIDm10113978,CIDs10113978,pazopanib,,D05380,"KDR,KIT,FLT1,FLT4,PDGFRB,PDGFRA,BRAF,CSF1R,CYP2B6,CYP2C8,CYP2E1,DDR2,FGF1,FGFR1,FGFR3,ITK,SH2B3"
1459,ISPINESIB (SB-715992),CHEMBL228814,QJZRFPJCWMNVAV-HHHXNRCGSA-N,CC1=CC=C(C=C1)C(=O)N(CCCN)C(C2=NC3=C(C=CC(=C3)Cl)C(=O)N2CC4=CC=CC=C4)C(C)C,6851740,C30H33ClN4O2,2,CIDm06450816,CIDs06450816,ispinesib,,,KIF11
2595,monastrol,CHEMBL236789,LOBCDGHHHHGHFA-UHFFFAOYSA-N,CCOC(=O)C1=C(NC(=S)NC1C2=CC(=CC=C2)O)C,2987927,C14H16N2O3S,0,CIDm00794323,CIDs02987927,monastrol,,,KIF11
1571,MASITINIB (AB1010),CHEMBL1908391,WJEOLQLKVOPQFV-UHFFFAOYSA-N,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC(=CS4)C5=CN=CC=C5,10074640,C28H30N6OS,3,CIDm10074640,CIDs10074640,masitinib,,D10229,"KIT,FGFR3,LYN,PDGFRA,PDGFRB"
1627,AMUVATINIB (MP-470),CHEMBL2103851,FOFDIMHVKGYHRU-UHFFFAOYSA-N,C1CN(CCN1C2=NC=NC3=C2OC4=CC=CC=C43)C(=S)NCC5=CC6=C(C=C5)OCO6,11282283,C23H21N5O3S,2,CIDm11282283,CIDs11282283,amuvatinib,DB12742,D09864,"KIT,FLT3,MET,PDGFRA,AXL,MST1R,RAD51,RET"
1522,OSI-930,CHEMBL1614710,FGTCROZDHDSNIO-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=CC=N2)CNC3=C(SC=C3)C(=O)NC4=CC=C(C=C4)OC(F)(F)F,9868037,C22H16F3N3O2S,1,CIDm09868037,CIDs09868037,OSI-930,DB05913,,"KIT,KDR,PDGFB,PDGFRB"
1131,GRISEOFULVIN,CHEMBL562,DDUHZTYCFQRHIY-RBHXEPJQSA-N,CC1CC(=O)C=C(C12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,441140,C17H17ClO6,4,CIDm00003512,CIDs00441140,griseofulvin,DB00400,D00209,KRT12
1599,KI16425,CHEMBL361501,LLIFMNUXGDHTRO-UHFFFAOYSA-N,CC1=NOC(=C1NC(=O)OC(C)C2=CC=CC=C2Cl)C3=CC=C(C=C3)CSCCC(=O)O,10367662,C23H23ClN2O5S,0,CIDm10367662,CIDs10367662,Debio 0719,,,"LPAR1,LPAR3"
