Gene,uniprot_protein_acc_id,drugbank_id,drug_name,drug_action_type,drug_status,drug_status2
RAP2A,P10114,DB04137,Guanosine-5'-Triphosphate,,Small molecule,Experimental
MMP3,P08254,DB04140,1-Benzyl-3-(4-Methoxy-Benzenesulfonyl)-6-Oxo-Hexahydro-Pyrimidine-4-Carboxylic Acid Hydroxyamide,,Small molecule,Experimental
STMY1,P08254,DB04140,1-Benzyl-3-(4-Methoxy-Benzenesulfonyl)-6-Oxo-Hexahydro-Pyrimidine-4-Carboxylic Acid Hydroxyamide,,Small molecule,Experimental
ABO,P16442,DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",,Small molecule,Experimental
CYC1,P08574,DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",,Small molecule,Experimental
MT-CYB,P00156,DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",,Small molecule,Experimental
COB,P00156,DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",,Small molecule,Experimental
CYTB,P00156,DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",,Small molecule,Experimental
MTCYB,P00156,DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",,Small molecule,Experimental
UQCRC1,P31930,DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",,Small molecule,Experimental
UQCRC2,P22695,DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",,Small molecule,Experimental
UQCRH,P07919,DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",,Small molecule,Experimental
UQCRQ,O14949,DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",,Small molecule,Experimental
UQCRFS1,P47985,DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",,Small molecule,Experimental
UQCRB,P14927,DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",,Small molecule,Experimental
UQBP,P14927,DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",,Small molecule,Experimental
UQCR10,Q9UDW1,DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",,Small molecule,Experimental
UCRC,Q9UDW1,DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",,Small molecule,Experimental
HSPC119,Q9UDW1,DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",,Small molecule,Experimental
SDHA,P31040,DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",,Small molecule,Experimental
SDH2,P31040,DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",,Small molecule,Experimental
SDHF,P31040,DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",,Small molecule,Experimental
SDHB,P21912,DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",,Small molecule,Experimental
SDH,P21912,DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",,Small molecule,Experimental
SDH1,P21912,DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",,Small molecule,Experimental
SDHD,O14521,DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",,Small molecule,Experimental
SDH4,O14521,DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",,Small molecule,Experimental
ETFDH,Q16134,DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",,Small molecule,Experimental
SDHC,Q99643,DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",,Small molecule,Experimental
CYB560,Q99643,DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",,Small molecule,Experimental
SDH3,Q99643,DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",,Small molecule,Experimental
PTPN1,P18031,DB04142,"3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid Dimethylamide",,Small molecule,Experimental
PTP1B,P18031,DB04142,"3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid Dimethylamide",,Small molecule,Experimental
MDM2,Q00987,DB04144,"Cis-[4,5-Bis-(4-Chlorophenyl)-2-(2-Isopropoxy-4-Methoxyphenyl)-4,5-Dihyd Roimidazol-1-Yl]-Piperazin-1-Yl-Methanone",,Small molecule,Experimental
MAOB,P27338,DB04147,Lauryl Dimethylamine-N-Oxide,,Small molecule,Experimental
IGKV1D-33,P01593,DB04147,Lauryl Dimethylamine-N-Oxide,,Small molecule,Experimental
IGHV3-23,P01764,DB04147,Lauryl Dimethylamine-N-Oxide,,Small molecule,Experimental
DSTN,P60981,DB04147,Lauryl Dimethylamine-N-Oxide,,Small molecule,Experimental
ACTDP,P60981,DB04147,Lauryl Dimethylamine-N-Oxide,,Small molecule,Experimental
DSN,P60981,DB04147,Lauryl Dimethylamine-N-Oxide,,Small molecule,Experimental
RHO,P08100,DB04147,Lauryl Dimethylamine-N-Oxide,,Small molecule,Experimental
OPN2,P08100,DB04147,Lauryl Dimethylamine-N-Oxide,,Small molecule,Experimental
NFE2L1,Q14494,DB04147,Lauryl Dimethylamine-N-Oxide,,Small molecule,Experimental
HBZ17,Q14494,DB04147,Lauryl Dimethylamine-N-Oxide,,Small molecule,Experimental
NRF1,Q14494,DB04147,Lauryl Dimethylamine-N-Oxide,,Small molecule,Experimental
TCF11,Q14494,DB04147,Lauryl Dimethylamine-N-Oxide,,Small molecule,Experimental
PMP2,P02689,DB04147,Lauryl Dimethylamine-N-Oxide,,Small molecule,Experimental
CFL1,P23528,DB04147,Lauryl Dimethylamine-N-Oxide,,Small molecule,Experimental
CFL,P23528,DB04147,Lauryl Dimethylamine-N-Oxide,,Small molecule,Experimental
DHODH,Q02127,DB04147,Lauryl Dimethylamine-N-Oxide,,Small molecule,Experimental
PDE4B,Q07343,DB04149,(R)-Rolipram,Inhibitor,Small molecule,Experimental
DPDE4,Q07343,DB04149,(R)-Rolipram,Inhibitor,Small molecule,Experimental
PDE4D,Q08499,DB04149,(R)-Rolipram,,Small molecule,Experimental
DPDE3,Q08499,DB04149,(R)-Rolipram,,Small molecule,Experimental
PAM,P19021,DB04150,Threonine Derivative,,Small molecule,Experimental
ACTA1,P68133,DB04151,4-Methyl-Histidine,,Small molecule,Experimental
ACTA,P68133,DB04151,4-Methyl-Histidine,,Small molecule,Experimental
GRIA2,P42262,DB04152,"2-Amino-3-(3-Hydroxy-7,8-Dihydro-6h-Cyclohepta[D]-4-Isoxazolyl)Propionic Acid",,Small molecule,Experimental
GLUR2,P42262,DB04152,"2-Amino-3-(3-Hydroxy-7,8-Dihydro-6h-Cyclohepta[D]-4-Isoxazolyl)Propionic Acid",,Small molecule,Experimental
ADH5,P11766,DB04153,S-Hydroxymethyl Glutathione,,Small molecule,Experimental
ADHX,P11766,DB04153,S-Hydroxymethyl Glutathione,,Small molecule,Experimental
FDH,P11766,DB04153,S-Hydroxymethyl Glutathione,,Small molecule,Experimental
CTDSP1,Q9GZU7,DB04156,Aspartate Beryllium Trifluoride,,Small molecule,Experimental
NIF3,Q9GZU7,DB04156,Aspartate Beryllium Trifluoride,,Small molecule,Experimental
NLIIF,Q9GZU7,DB04156,Aspartate Beryllium Trifluoride,,Small molecule,Experimental
SCP1,Q9GZU7,DB04156,Aspartate Beryllium Trifluoride,,Small molecule,Experimental
DHFR2,Q86XF0,DB04163,"5-Phenylsulfanyl-2,4-Quinazolinediamine",,Small molecule,Experimental
DHFRL1,Q86XF0,DB04163,"5-Phenylsulfanyl-2,4-Quinazolinediamine",,Small molecule,Experimental
DHFRP4,Q86XF0,DB04163,"5-Phenylsulfanyl-2,4-Quinazolinediamine",,Small molecule,Experimental
IL4I1,Q96RQ9,DB04166,Anthranilic acid,,Small molecule,Experimental
FIG1,Q96RQ9,DB04166,Anthranilic acid,,Small molecule,Experimental
UNQ636/PRO1265,Q96RQ9,DB04166,Anthranilic acid,,Small molecule,Experimental
DAO,P14920,DB04166,Anthranilic acid,,Small molecule,Experimental
DAMOX,P14920,DB04166,Anthranilic acid,,Small molecule,Experimental
PLAU,P00749,DB04172,"[2,4,6-Triisopropyl-Phenylsulfonyl-L-[3-Amidino-Phenylalanine]]-Piperazine-N'-Beta-Alanine",,Small molecule,Experimental
FHIT,P49789,DB04173,Fructose,,Small molecule,Approved|Experimental
FBP1,P09467,DB04175,Mdl-29951,,Small molecule,Experimental
FBP,P09467,DB04175,Mdl-29951,,Small molecule,Experimental
BPI,P17213,DB04178,Di-Stearoyl-3-Sn-Phosphatidylcholine,,Small molecule,Experimental
SLC25A4,P12235,DB04178,Di-Stearoyl-3-Sn-Phosphatidylcholine,,Small molecule,Experimental
ANT1,P12235,DB04178,Di-Stearoyl-3-Sn-Phosphatidylcholine,,Small molecule,Experimental
CA2,P00918,DB04180,"4-(Aminosulfonyl)-N-[(2,4-Difluorophenyl)Methyl]-Benzamide",,Small molecule,Experimental
OTC,P00480,DB04185,Norvaline,,Small molecule,Experimental
GATM,P50440,DB04185,Norvaline,,Small molecule,Experimental
AGAT,P50440,DB04185,Norvaline,,Small molecule,Experimental
CDK2,P24941,DB04186,"N'-(Pyrrolidino[2,1-B]Isoindolin-4-On-8-Yl)-N-(Pyridin-2-Yl)Urea",,Small molecule,Experimental
CDKN2,P24941,DB04186,"N'-(Pyrrolidino[2,1-B]Isoindolin-4-On-8-Yl)-N-(Pyridin-2-Yl)Urea",,Small molecule,Experimental
GSTM1,P09488,DB04187,"(9S,10S)-9-(S-glutathionyl)-10-hydroxy-9,10-dihydrophenanthrene",,Small molecule,Experimental
GST1,P09488,DB04187,"(9S,10S)-9-(S-glutathionyl)-10-hydroxy-9,10-dihydrophenanthrene",,Small molecule,Experimental
LYZ,P61626,DB04194,Chitotriose,,Small molecule,Experimental
LZM,P61626,DB04194,Chitotriose,,Small molecule,Experimental
PYGM,P11217,DB04195,Heptulose-2-Phosphate,,Small molecule,Experimental
ARG1,P05089,DB04197,Descarboxy-nor-N(Omega)-Hydroxy-L-Arginine,,Small molecule,Experimental
DHRS4L2,Q6PKH6,DB04200,Matairesinol,,Small molecule,Experimental
SDR25C3,Q6PKH6,DB04200,Matairesinol,,Small molecule,Experimental
CA2,P00918,DB04203,3-Mercuri-4-Aminobenzenesulfonamide,,Small molecule,Experimental
PTPN1,P18031,DB04204,[(4-{4-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Butyl}-Phenyl)-Difluoro-Methyl]-Phosphonic Acid,,Small molecule,Experimental
PTP1B,P18031,DB04204,[(4-{4-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Butyl}-Phenyl)-Difluoro-Methyl]-Phosphonic Acid,,Small molecule,Experimental
AASS,Q9UDR5,DB04207,N-(5-Amino-5-Carboxypentyl)Glutamic Acid,,Small molecule,Experimental
XIAP,P98170,DB04209,Dequalinium,Antagonist|Inhibitor,Small molecule,Approved|Investigational
API3,P98170,DB04209,Dequalinium,Antagonist|Inhibitor,Small molecule,Approved|Investigational
BIRC4,P98170,DB04209,Dequalinium,Antagonist|Inhibitor,Small molecule,Approved|Investigational
IAP3,P98170,DB04209,Dequalinium,Antagonist|Inhibitor,Small molecule,Approved|Investigational
CNGA1,P29973,DB04209,Dequalinium,Blocker,Small molecule,Approved|Investigational
CNCG,P29973,DB04209,Dequalinium,Blocker,Small molecule,Approved|Investigational
CNCG1,P29973,DB04209,Dequalinium,Blocker,Small molecule,Approved|Investigational
KCNMA1,Q12791,DB04209,Dequalinium,Inhibitor,Small molecule,Approved|Investigational
KCNMA,Q12791,DB04209,Dequalinium,Inhibitor,Small molecule,Approved|Investigational
SLO,Q12791,DB04209,Dequalinium,Inhibitor,Small molecule,Approved|Investigational
EPHX2,P34913,DB04213,N-Cyclohexyl-N'-(Propyl)Phenyl Urea,,Small molecule,Experimental
ACP1,P24666,DB04214,4-Nitrophenyl Phosphate,,Small molecule,Experimental
DUSP23,Q9BVJ7,DB04214,4-Nitrophenyl Phosphate,,Small molecule,Experimental
LDP3,Q9BVJ7,DB04214,4-Nitrophenyl Phosphate,,Small molecule,Experimental
VHZ,Q9BVJ7,DB04214,4-Nitrophenyl Phosphate,,Small molecule,Experimental
PRSS1,P07477,DB04215,CRA_9076,,Small molecule,Experimental
TRP1,P07477,DB04215,CRA_9076,,Small molecule,Experimental
TRY1,P07477,DB04215,CRA_9076,,Small molecule,Experimental
TRYP1,P07477,DB04215,CRA_9076,,Small molecule,Experimental
HCK,P08631,DB04216,Quercetin,,Small molecule,Experimental|Investigational
PIK3CG,P48736,DB04216,Quercetin,,Small molecule,Experimental|Investigational
UGT3A1,Q6NUS8,DB04216,Quercetin,,Small molecule,Experimental|Investigational
ATP5F1A,P25705,DB04216,Quercetin,,Small molecule,Experimental|Investigational
ATP5A,P25705,DB04216,Quercetin,,Small molecule,Experimental|Investigational
ATP5A1,P25705,DB04216,Quercetin,,Small molecule,Experimental|Investigational
ATP5AL2,P25705,DB04216,Quercetin,,Small molecule,Experimental|Investigational
ATPM,P25705,DB04216,Quercetin,,Small molecule,Experimental|Investigational
ATP5F1B,P06576,DB04216,Quercetin,,Small molecule,Experimental|Investigational
ATP5B,P06576,DB04216,Quercetin,,Small molecule,Experimental|Investigational
ATPMB,P06576,DB04216,Quercetin,,Small molecule,Experimental|Investigational
ATPSB,P06576,DB04216,Quercetin,,Small molecule,Experimental|Investigational
ATP5F1C,P36542,DB04216,Quercetin,,Small molecule,Experimental|Investigational
ATP5C,P36542,DB04216,Quercetin,,Small molecule,Experimental|Investigational
ATP5C1,P36542,DB04216,Quercetin,,Small molecule,Experimental|Investigational
ATP5CL1,P36542,DB04216,Quercetin,,Small molecule,Experimental|Investigational
PIM1,P11309,DB04216,Quercetin,,Small molecule,Experimental|Investigational
HIBCH,Q6NVY1,DB04216,Quercetin,,Small molecule,Experimental|Investigational
STK17B,O94768,DB04216,Quercetin,,Small molecule,Experimental|Investigational
DRAK2,O94768,DB04216,Quercetin,,Small molecule,Experimental|Investigational
ESR1,P03372,DB04216,Quercetin,,Small molecule,Experimental|Investigational
ESR,P03372,DB04216,Quercetin,,Small molecule,Experimental|Investigational
NR3A1,P03372,DB04216,Quercetin,,Small molecule,Experimental|Investigational
ESR2,Q92731,DB04216,Quercetin,,Small molecule,Experimental|Investigational
ESTRB,Q92731,DB04216,Quercetin,,Small molecule,Experimental|Investigational
NR3A2,Q92731,DB04216,Quercetin,,Small molecule,Experimental|Investigational
NQO2,P16083,DB04216,Quercetin,Inhibitor,Small molecule,Experimental|Investigational
NMOR2,P16083,DB04216,Quercetin,Inhibitor,Small molecule,Experimental|Investigational
AHR,P35869,DB04216,Quercetin,,Small molecule,Experimental|Investigational
BHLHE76,P35869,DB04216,Quercetin,,Small molecule,Experimental|Investigational
CYP1B1,Q16678,DB04216,Quercetin,,Small molecule,Experimental|Investigational
ACTB,P60709,DB04216,Quercetin,,Small molecule,Experimental|Investigational
CSNK2A1,P68400,DB04216,Quercetin,,Small molecule,Experimental|Investigational
CK2A1,P68400,DB04216,Quercetin,,Small molecule,Experimental|Investigational
CSNK2B,P67870,DB04216,Quercetin,,Small molecule,Experimental|Investigational
CK2N,P67870,DB04216,Quercetin,,Small molecule,Experimental|Investigational
G5A,P67870,DB04216,Quercetin,,Small molecule,Experimental|Investigational
EIF3F,O00303,DB04216,Quercetin,,Small molecule,Experimental|Investigational
EIF3S5,O00303,DB04216,Quercetin,,Small molecule,Experimental|Investigational
HSP90AA1,P07900,DB04216,Quercetin,,Small molecule,Experimental|Investigational
HSP90A,P07900,DB04216,Quercetin,,Small molecule,Experimental|Investigational
HSPC1,P07900,DB04216,Quercetin,,Small molecule,Experimental|Investigational
HSPCA,P07900,DB04216,Quercetin,,Small molecule,Experimental|Investigational
HSPA2,P54652,DB04216,Quercetin,,Small molecule,Experimental|Investigational
RUVBL2,Q9Y230,DB04216,Quercetin,,Small molecule,Experimental|Investigational
INO80J,Q9Y230,DB04216,Quercetin,,Small molecule,Experimental|Investigational
TIP48,Q9Y230,DB04216,Quercetin,,Small molecule,Experimental|Investigational
TIP49B,Q9Y230,DB04216,Quercetin,,Small molecule,Experimental|Investigational
CGI-46,Q9Y230,DB04216,Quercetin,,Small molecule,Experimental|Investigational
SF3B3,Q15393,DB04216,Quercetin,,Small molecule,Experimental|Investigational
KIAA0017,Q15393,DB04216,Quercetin,,Small molecule,Experimental|Investigational
SAP130,Q15393,DB04216,Quercetin,,Small molecule,Experimental|Investigational
UBA1,P22314,DB04216,Quercetin,,Small molecule,Experimental|Investigational
A1S9T,P22314,DB04216,Quercetin,,Small molecule,Experimental|Investigational
UBE1,P22314,DB04216,Quercetin,,Small molecule,Experimental|Investigational
SHBG,P04278,DB04216,Quercetin,,Small molecule,Experimental|Investigational
CBR1,P16152,DB04216,Quercetin,,Small molecule,Experimental|Investigational
CBR,P16152,DB04216,Quercetin,,Small molecule,Experimental|Investigational
CRN,P16152,DB04216,Quercetin,,Small molecule,Experimental|Investigational
SDR21C1,P16152,DB04216,Quercetin,,Small molecule,Experimental|Investigational
CEBPB,P17676,DB04216,Quercetin,Inhibitor,Small molecule,Experimental|Investigational
TCF5,P17676,DB04216,Quercetin,Inhibitor,Small molecule,Experimental|Investigational
PP9092,P17676,DB04216,Quercetin,Inhibitor,Small molecule,Experimental|Investigational
NR1I2,O75469,DB04216,Quercetin,Activator,Small molecule,Experimental|Investigational
PXR,O75469,DB04216,Quercetin,Activator,Small molecule,Experimental|Investigational
CTH,P32929,DB04217,L-2-amino-3-butynoic acid,,Small molecule,Experimental
ADA,P00813,DB04218,1-Deaza-Adenosine,,Small molecule,Experimental
ADA1,P00813,DB04218,1-Deaza-Adenosine,,Small molecule,Experimental
NOS3,P29474,DB04223,Nitroarginine,,Small molecule,Experimental|Investigational
NOS1,P29475,DB04223,Nitroarginine,,Small molecule,Experimental|Investigational
GLTP,Q9NZD2,DB04224,Oleic Acid,,Small molecule,Approved|Investigational|Vet_approved
PMP2,P02689,DB04224,Oleic Acid,,Small molecule,Approved|Investigational|Vet_approved
PPARA,Q07869,DB04224,Oleic Acid,,Small molecule,Approved|Investigational|Vet_approved
NR1C1,Q07869,DB04224,Oleic Acid,,Small molecule,Approved|Investigational|Vet_approved
PPAR,Q07869,DB04224,Oleic Acid,,Small molecule,Approved|Investigational|Vet_approved
PPARD,Q03181,DB04224,Oleic Acid,,Small molecule,Approved|Investigational|Vet_approved
NR1C2,Q03181,DB04224,Oleic Acid,,Small molecule,Approved|Investigational|Vet_approved
PPARB,Q03181,DB04224,Oleic Acid,,Small molecule,Approved|Investigational|Vet_approved
RXRA,P19793,DB04224,Oleic Acid,,Small molecule,Approved|Investigational|Vet_approved
NR2B1,P19793,DB04224,Oleic Acid,,Small molecule,Approved|Investigational|Vet_approved
PPARG,P37231,DB04224,Oleic Acid,Ligand,Small molecule,Approved|Investigational|Vet_approved
NR1C3,P37231,DB04224,Oleic Acid,Ligand,Small molecule,Approved|Investigational|Vet_approved
CS,O75390,DB04230,Nitromethyldethia Coenzyme A,,Small molecule,Experimental
MMP3,P08254,DB04232,N-Hydroxy-1-(4-Methoxyphenyl)Sulfonyl-4-Benzyloxycarbonyl-Piperazine-2-Carboxamide,,Small molecule,Experimental
STMY1,P08254,DB04232,N-Hydroxy-1-(4-Methoxyphenyl)Sulfonyl-4-Benzyloxycarbonyl-Piperazine-2-Carboxamide,,Small molecule,Experimental
CLPS,P04118,DB04233,(Hydroxyethyloxy)Tri(Ethyloxy)Octane,,Small molecule,Experimental
PNLIP,P16233,DB04233,(Hydroxyethyloxy)Tri(Ethyloxy)Octane,,Small molecule,Experimental
RHO,P08100,DB04233,(Hydroxyethyloxy)Tri(Ethyloxy)Octane,,Small molecule,Experimental
OPN2,P08100,DB04233,(Hydroxyethyloxy)Tri(Ethyloxy)Octane,,Small molecule,Experimental
CTSK,P43235,DB04234,N2-({[(4-Bromophenyl)Methyl]Oxy}Carbonyl)-N1-[(1s)-1-Formylpentyl]-L-Leucinamide,,Small molecule,Experimental
CTSO,P43235,DB04234,N2-({[(4-Bromophenyl)Methyl]Oxy}Carbonyl)-N1-[(1s)-1-Formylpentyl]-L-Leucinamide,,Small molecule,Experimental
CTSO2,P43235,DB04234,N2-({[(4-Bromophenyl)Methyl]Oxy}Carbonyl)-N1-[(1s)-1-Formylpentyl]-L-Leucinamide,,Small molecule,Experimental
ABAT,P80404,DB04235,4-Amino Hexanoic Acid,,Small molecule,Experimental
GABAT,P80404,DB04235,4-Amino Hexanoic Acid,,Small molecule,Experimental
AMY1A,P04745,DB04237,Tris(Hydroxyethyl)Aminomethane,,Small molecule,Experimental
AMY1;,P04745,DB04237,Tris(Hydroxyethyl)Aminomethane,,Small molecule,Experimental
AMY1B,P04745,DB04237,Tris(Hydroxyethyl)Aminomethane,,Small molecule,Experimental
AMY1C,P04745,DB04237,Tris(Hydroxyethyl)Aminomethane,,Small molecule,Experimental
AMY1,P04745,DB04237,Tris(Hydroxyethyl)Aminomethane,,Small molecule,Experimental
PRSS1,P07477,DB04238,N-Alpha-(2-Naphthylsulfonyl)-N-(3-Amidino-L-Phenylalaninyl)-D-Pipecolinic Acid,,Small molecule,Experimental
TRP1,P07477,DB04238,N-Alpha-(2-Naphthylsulfonyl)-N-(3-Amidino-L-Phenylalaninyl)-D-Pipecolinic Acid,,Small molecule,Experimental
TRY1,P07477,DB04238,N-Alpha-(2-Naphthylsulfonyl)-N-(3-Amidino-L-Phenylalaninyl)-D-Pipecolinic Acid,,Small molecule,Experimental
TRYP1,P07477,DB04238,N-Alpha-(2-Naphthylsulfonyl)-N-(3-Amidino-L-Phenylalaninyl)-D-Pipecolinic Acid,,Small molecule,Experimental
CTSK,P43235,DB04244,(2R)-2-(3-Biphenylyl)-N-{(2R)-2-hydroxy-3-[(2-pyridinylsulfonyl)amino]propyl}-4-methylpentanamide,,Small molecule,Experimental
CTSO,P43235,DB04244,(2R)-2-(3-Biphenylyl)-N-{(2R)-2-hydroxy-3-[(2-pyridinylsulfonyl)amino]propyl}-4-methylpentanamide,,Small molecule,Experimental
CTSO2,P43235,DB04244,(2R)-2-(3-Biphenylyl)-N-{(2R)-2-hydroxy-3-[(2-pyridinylsulfonyl)amino]propyl}-4-methylpentanamide,,Small molecule,Experimental
PRSS1,P07477,DB04246,CRA_23653,,Small molecule,Experimental
TRP1,P07477,DB04246,CRA_23653,,Small molecule,Experimental
TRY1,P07477,DB04246,CRA_23653,,Small molecule,Experimental
TRYP1,P07477,DB04246,CRA_23653,,Small molecule,Experimental
CYCS,P99999,DB04249,Zinc Substituted Heme C,,Small molecule,Experimental
CYC,P99999,DB04249,Zinc Substituted Heme C,,Small molecule,Experimental
BCHE,P06276,DB04250,Butyrylthiocholine,,Small molecule,Experimental
CHE1,P06276,DB04250,Butyrylthiocholine,,Small molecule,Experimental
NQO2,P16083,DB04253,Tretazicar,,Small molecule,Investigational
NMOR2,P16083,DB04253,Tretazicar,,Small molecule,Investigational
HSP90AA1,P07900,DB04254,"8-Benzo[1,3]Dioxol-,5-Ylmethyl-9-Butyl-2-Fluoro-9h-Purin-6-Ylamine",,Small molecule,Experimental
HSP90A,P07900,DB04254,"8-Benzo[1,3]Dioxol-,5-Ylmethyl-9-Butyl-2-Fluoro-9h-Purin-6-Ylamine",,Small molecule,Experimental
HSPC1,P07900,DB04254,"8-Benzo[1,3]Dioxol-,5-Ylmethyl-9-Butyl-2-Fluoro-9h-Purin-6-Ylamine",,Small molecule,Experimental
HSPCA,P07900,DB04254,"8-Benzo[1,3]Dioxol-,5-Ylmethyl-9-Butyl-2-Fluoro-9h-Purin-6-Ylamine",,Small molecule,Experimental
GRM1,Q13255,DB04256,4-(1-Amino-1-Carboxy-Ethyl)-Benzoic Acid,,Small molecule,Experimental
GPRC1A,Q13255,DB04256,4-(1-Amino-1-Carboxy-Ethyl)-Benzoic Acid,,Small molecule,Experimental
MGLUR1,Q13255,DB04256,4-(1-Amino-1-Carboxy-Ethyl)-Benzoic Acid,,Small molecule,Experimental
VDR,P11473,DB04258,Seocalcitol,,Small molecule,Investigational
NR1I1,P11473,DB04258,Seocalcitol,,Small molecule,Investigational
PNP,P00491,DB04260,"9-(5,5-Difluoro-5-Phosphonopentyl)Guanine",,Small molecule,Experimental
NP,P00491,DB04260,"9-(5,5-Difluoro-5-Phosphonopentyl)Guanine",,Small molecule,Experimental
ODC1,P11926,DB04263,Geneticin,,Small molecule,Experimental
LYZ,P61626,DB04268,Methylumbelliferyl Chitotriose,,Small molecule,Experimental
LZM,P61626,DB04268,Methylumbelliferyl Chitotriose,,Small molecule,Experimental
PRSS1,P07477,DB04269,Cyclotheonamide A,,Small molecule,Experimental
TRP1,P07477,DB04269,Cyclotheonamide A,,Small molecule,Experimental
TRY1,P07477,DB04269,Cyclotheonamide A,,Small molecule,Experimental
TRYP1,P07477,DB04269,Cyclotheonamide A,,Small molecule,Experimental
PPARG,P37231,DB04270,(S)-3-(4-(2-Carbazol-9-Yl-Ethoxy)-Phenyl)-2-Ethoxy-Propionic Acid,,Small molecule,Experimental
NR1C3,P37231,DB04270,(S)-3-(4-(2-Carbazol-9-Yl-Ethoxy)-Phenyl)-2-Ethoxy-Propionic Acid,,Small molecule,Experimental
PDE4D,Q08499,DB04271,"3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester",,Small molecule,Experimental
DPDE3,Q08499,DB04271,"3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester",,Small molecule,Experimental
IL4I1,Q96RQ9,DB04272,Citric acid,,Small molecule,Approved|Nutraceutical|Vet_approved
FIG1,Q96RQ9,DB04272,Citric acid,,Small molecule,Approved|Nutraceutical|Vet_approved
UNQ636/PRO1265,Q96RQ9,DB04272,Citric acid,,Small molecule,Approved|Nutraceutical|Vet_approved
MIF,P14174,DB04272,Citric acid,,Small molecule,Approved|Nutraceutical|Vet_approved
